WhiteElo,BlackElo,Result,Moves,OpeningName
2012,2020,0-1,"['d4', 'c5', 'Nc3', 'cxd4', 'Qxd4', 'f5', 'Bf4', 'd6', 'Qa4+', 'Bd7']",Benoni Defense: Old Benoni
1973,1929,0-1,"['d4', 'c5', 'c4', 'cxd4', 'Nf3', 'd5', 'Nxd4', 'dxc4', 'Nc3', 'e5']",Benoni Defense: Old Benoni
2156,2129,0-1,"['d4', 'c5', 'c3', 'g6', 'e4', 'Bg7', 'f4', 'Nf6', 'e5', 'Nd5']",Benoni Defense: Old Benoni
1849,1839,1-0,"['d4', 'c5', 'e3', 'cxd4', 'exd4', 'd5', 'c3', 'Nc6', 'Bd3', 'e6']",Benoni Defense: Old Benoni
2157,2128,1-0,"['d4', 'c5', 'e3', 'cxd4', 'exd4', 'g6', 'Nf3', 'Bg7', 'c4', 'Nf6']",Benoni Defense: Old Benoni
2260,2277,1-0,"['d4', 'c5', 'c4', 'cxd4', 'Qxd4', 'Nc6', 'Qd3', 'Nf6', 'Nc3', 'g6']",Benoni Defense: Old Benoni
2029,2099,1-0,"['d4', 'c5', 'd5', 'd6', 'c4', 'a6', 'Nc3', 'b5', 'cxb5', 'axb5']",Benoni Defense: Old Benoni
2216,2194,1-0,"['d4', 'c5', 'e3', 'cxd4', 'exd4', 'Nc6', 'Nc3', 'Qb6', 'Nf3', 'e6']",Benoni Defense: Old Benoni
1924,1926,1-0,"['d4', 'c5', 'c4', 'cxd4', 'Qxd4', 'Nc6', 'Qd1', 'e5', 'Nc3', 'Nf6']",Benoni Defense: Old Benoni
2279,2359,1-0,"['d4', 'c5', 'd5', 'e5', 'c4', 'd6', 'Nc3', 'Nf6', 'e4', 'Be7']",Benoni Defense: Old Benoni
2072,2118,1/2-1/2,"['d4', 'c5', 'c3', 'd6', 'Nf3', 'Nd7', 'g3', 'e5', 'dxe5', 'dxe5']",Benoni Defense: Old Benoni
1949,2043,0-1,"['d4', 'c5', 'Nf3', 'cxd4', 'Nxd4', 'Nc6', 'e3', 'e5', 'Nxc6', 'bxc6']",Benoni Defense: Old Benoni
2085,2127,1-0,"['d4', 'c5', 'e3', 'cxd4', 'exd4', 'd5', 'c3', 'Nc6', 'Nf3', 'g6']",Benoni Defense: Old Benoni
2187,2182,1-0,"['d4', 'c5', 'd5', 'e6', 'c4', 'exd5', 'cxd5', 'd6', 'Nc3', 'g6']",Benoni Defense: Old Benoni
2409,2516,0-1,"['d4', 'c5', 'c3', 'cxd4', 'cxd4', 'g6', 'Nc3', 'Bg7', 'g3', 'd6']",Benoni Defense: Old Benoni
1937,1943,1-0,"['d4', 'c5', 'e3', 'cxd4', 'Qxd4', 'Nc6', 'Qd1', 'e5', 'Nf3', 'e4']",Benoni Defense: Old Benoni
2066,2068,1-0,"['d4', 'c5', 'c3', 'cxd4', 'Qxd4', 'Nf6', 'Qd1', 'Nc6', 'Bf4', 'g6']",Benoni Defense: Old Benoni
2052,2298,0-1,"['d4', 'c5', 'Nc3', 'cxd4', 'Qxd4', 'd6', 'Qd1', 'e5', 'e4', 'Nc6']",Benoni Defense: Old Benoni
2026,2042,1-0,"['d4', 'c5', 'Nf3', 'cxd4', 'Nxd4', 'Nc6', 'e4', 'e5', 'Nxc6', 'bxc6']",Benoni Defense: Old Benoni
2072,2042,1-0,"['d4', 'c5', 'Nf3', 'cxd4', 'Nxd4', 'Nc6', 'Nxc6', 'bxc6', 'Nc3', 'g6']",Benoni Defense: Old Benoni
1956,1966,0-1,"['d4', 'c5', 'c4', 'cxd4', 'Nf3', 'Nc6', 'Nxd4', 'Nf6', 'g3', 'g6']",Benoni Defense: Old Benoni
1812,1827,1-0,"['d4', 'c5', 'e3', 'cxd4', 'exd4', 'Nf6', 'c3', 'd5', 'Nf3', 'e6']",Benoni Defense: Old Benoni
2412,2233,1-0,"['d4', 'c5', 'Nf3', 'cxd4', 'Nxd4', 'Nf6', 'c4', 'd6', 'Nc3', 'g6']",Benoni Defense: Old Benoni
2121,2759,0-1,"['d4', 'c5', 'd5', 'e6', 'dxe6', 'fxe6', 'e4', 'd5', 'exd5', 'exd5']",Benoni Defense: Old Benoni
1862,1834,1-0,"['d4', 'c5', 'd5', 'd6', 'c4', 'e5', 'e4', 'Nf6', 'Nc3', 'Be7']",Benoni Defense: Old Benoni
2152,2145,0-1,"['d4', 'c5', 'c4', 'Nf6', 'd5', 'd6', 'Nc3', 'g6', 'e4', 'Bg7']",Benoni Defense: Old Benoni
1890,1866,0-1,"['d4', 'c5', 'Nf3', 'cxd4', 'Nxd4', 'a6', 'Bf4', 'e6', 'f3', 'Nc6']",Benoni Defense: Old Benoni
1922,1929,0-1,"['d4', 'c5', 'c3', 'cxd4', 'cxd4', 'Nc6', 'Bf4', 'Qb6', 'e3', 'Qxb2']",Benoni Defense: Old Benoni
1998,1974,1-0,"['d4', 'c5', 'd5', 'e5', 'c4', 'd6', 'Nc3', 'f5', 'e4', 'Nf6']",Benoni Defense: Old Benoni
1913,1894,1-0,"['d4', 'c5', 'c4', 'e6', 'd5', 'd6', 'e4', 'e5', 'f4', 'f5']",Benoni Defense: Old Benoni
1980,2108,0-1,"['d4', 'c5', 'd5', 'e6', 'c4', 'exd5', 'cxd5', 'd6', 'Nc3', 'Nf6']",Benoni Defense: Old Benoni
2150,2133,0-1,"['d4', 'c5', 'Nf3', 'cxd4', 'Nxd4', 'Nf6', 'Bf4', 'e5', 'Bxe5', 'Nd5']",Benoni Defense: Old Benoni
1841,1847,1-0,"['d4', 'c5', 'Nc3', 'cxd4', 'Qxd4', 'Nc6', 'Qd3', 'Nf6', 'Bf4', 'e5']",Benoni Defense: Old Benoni
1966,1958,1-0,"['d4', 'c5', 'e3', 'cxd4', 'Qxd4', 'd5', 'b3', 'Nc6', 'Qd1', 'e6']",Benoni Defense: Old Benoni
2190,2203,1-0,"['d4', 'c5', 'c4', 'cxd4', 'Qxd4', 'Nc6', 'Qd1', 'e5', 'Nc3', 'Nf6']",Benoni Defense: Old Benoni
2071,2068,0-1,"['d4', 'c5', 'c3', 'cxd4', 'Qxd4', 'Nf6', 'Qd1', 'd6', 'Bf4', 'g6']",Benoni Defense: Old Benoni
2496,2313,1-0,"['d4', 'c5', 'Nf3', 'cxd4', 'Nxd4', 'Nc6', 'Nb3', 'Nf6', 'e4', 'g6']",Benoni Defense: Old Benoni
1874,1961,0-1,"['d4', 'c5', 'e3', 'cxd4', 'exd4', 'Nc6', 'Nf3', 'e6', 'c3', 'Nf6']",Benoni Defense: Old Benoni
2321,2307,1-0,"['d4', 'c5', 'Nf3', 'cxd4', 'Nxd4', 'Nf6', 'Nf3', 'd6', 'Bf4', 'g6']",Benoni Defense: Old Benoni
2017,2044,0-1,"['d4', 'c5', 'e3', 'cxd4', 'exd4', 'd5', 'f4', 'Nc6', 'Nf3', 'Bf5']",Benoni Defense: Old Benoni
2254,2167,1-0,"['d4', 'c5', 'Nc3', 'cxd4', 'Qxd4', 'Nc6', 'Qd1', 'Nf6', 'Nf3', 'g6']",Benoni Defense: Old Benoni
2127,2110,1-0,"['d4', 'c5', 'c3', 'cxd4', 'cxd4', 'd5', 'Nf3', 'Nc6', 'Bf4', 'Qb6']",Benoni Defense: Old Benoni
2330,2326,1-0,"['d4', 'c5', 'Nf3', 'cxd4', 'Nxd4', 'Nf6', 'Nf3', 'Nc6', 'c4', 'd5']",Benoni Defense: Old Benoni
2227,2247,0-1,"['d4', 'c5', 'f3', 'e6', 'd5', 'exd5', 'Qxd5', 'Nf6', 'Qd1', 'd5']",Benoni Defense: Old Benoni
1860,1933,0-1,"['d4', 'c5', 'c4', 'cxd4', 'Qxd4', 'Nc6', 'Qd1', 'Nf6', 'Nf3', 'e6']",Benoni Defense: Old Benoni
1981,1976,0-1,"['d4', 'c5', 'e3', 'cxd4', 'exd4', 'd5', 'c3', 'Nc6', 'f4', 'Bf5']",Benoni Defense: Old Benoni
1883,1837,0-1,"['d4', 'c5', 'c4', 'cxd4', 'Nf3', 'Nc6', 'Nxd4', 'g6', 'Nxc6', 'bxc6']",Benoni Defense: Old Benoni
2199,2106,0-1,"['d4', 'c5', 'd5', 'd6', 'c4', 'Bg4', 'Nc3', 'Bh5', 'Nf3', 'Nf6']",Benoni Defense: Old Benoni
2205,2065,0-1,"['d4', 'c5', 'c3', 'cxd4', 'cxd4', 'd5', 'Nc3', 'Nc6', 'Nf3', 'Bg4']",Benoni Defense: Old Benoni
2045,2028,0-1,"['d4', 'c5', 'c3', 'cxd4', 'cxd4', 'd5', 'Bf4', 'Nc6', 'e3', 'Nf6']",Benoni Defense: Old Benoni
2006,2033,0-1,"['d4', 'c5', 'd5', 'd6', 'c4', 'Nf6', 'Nf3', 'Bd7', 'Nc3', 'g6']",Benoni Defense: Old Benoni
2411,2417,1/2-1/2,"['d4', 'c5', 'c3', 'cxd4', 'cxd4', 'd5', 'Nc3', 'Nf6', 'g3', 'g6']",Benoni Defense: Old Benoni
2684,2602,1/2-1/2,"['d4', 'c5', 'd5', 'd6', 'c4', 'Nf6', 'Nc3', 'h6', 'e4', 'e6']",Benoni Defense: Old Benoni
1828,1826,0-1,"['d4', 'c5', 'd5', 'e5', 'dxe6', 'fxe6', 'e4', 'd5', 'e5', 'g6']",Benoni Defense: Old Benoni
2258,2246,0-1,"['d4', 'c5', 'Nc3', 'cxd4', 'Qxd4', 'Nc6', 'Qd1', 'g6', 'Nf3', 'Bg7']",Benoni Defense: Old Benoni
2187,2217,0-1,"['d4', 'c5', 'd5', 'd6', 'c4', 'Nf6', 'Nc3', 'g6', 'e4', 'Bg7']",Benoni Defense: Old Benoni
1973,1964,1-0,"['d4', 'c5', 'Nf3', 'cxd4', 'Nxd4', 'd6', 'b3', 'e5', 'Nf3', 'Be6']",Benoni Defense: Old Benoni
1967,1930,1-0,"['d4', 'c5', 'c4', 'd6', 'dxc5', 'Qa5+', 'Nc3', 'Qxc5', 'Nf3', 'Qxc4']",Benoni Defense: Old Benoni
2405,2514,0-1,"['d4', 'c5', 'd5', 'e5', 'c4', 'd6', 'Nc3', 'Be7', 'g3', 'Nd7']",Benoni Defense: Old Benoni
2077,2062,1-0,"['d4', 'c5', 'd5', 'd6', 'c4', 'Nf6', 'Nc3', 'Qa5', 'Qc2', 'e6']",Benoni Defense: Old Benoni
2215,2195,0-1,"['d4', 'c5', 'Nf3', 'cxd4', 'Nxd4', 'Nc6', 'Nxc6', 'bxc6', 'Nc3', 'Ba6']",Benoni Defense: Old Benoni
1918,2166,0-1,"['d4', 'c5', 'e3', 'cxd4', 'Nf3', 'd5', 'exd4', 'g6', 'Nc3', 'Bg7']",Benoni Defense: Old Benoni
1854,1852,1-0,"['d4', 'c5', 'c3', 'cxd4', 'cxd4', 'd5', 'Nf3', 'g6', 'Bg5', 'Qb6']",Benoni Defense: Old Benoni
1958,2002,1-0,"['d4', 'c5', 'c3', 'e6', 'Nf3', 'Nf6', 'Bg5', 'd5', 'Nbd2', 'Be7']",Benoni Defense: Old Benoni
1939,1925,1-0,"['d4', 'c5', 'c4', 'cxd4', 'Qxd4', 'Nc6', 'Qd3', 'Nf6', 'e4', 'a6']",Benoni Defense: Old Benoni
2064,1955,1-0,"['d4', 'c5', 'c4', 'cxd4', 'Qxd4', 'Nc6', 'Qd1', 'e6', 'Nf3', 'a6']",Benoni Defense: Old Benoni
1835,1816,0-1,"['d4', 'c5', 'Nc3', 'cxd4', 'Qxd4', 'Nc6', 'Qd3', 'g6', 'Bf4', 'd6']",Benoni Defense: Old Benoni
2285,2276,1-0,"['d4', 'c5', 'Nf3', 'cxd4', 'c3', 'dxc3', 'Nxc3', 'Nc6', 'Bf4', 'd6']",Benoni Defense: Old Benoni
2144,2141,0-1,"['d4', 'c5', 'd5', 'd6', 'c4', 'Nf6', 'Nc3', 'g6', 'e4', 'Bg7']",Benoni Defense: Old Benoni
2147,2147,0-1,"['d4', 'c5', 'Nc3', 'cxd4', 'Qxd4', 'Nc6', 'Qd1', 'Nf6', 'Bf4', 'a6']",Benoni Defense: Old Benoni
1884,1871,1-0,"['d4', 'c5', 'Bg5', 'Nc6', 'd5', 'Nb8', 'e4', 'e6', 'Be7', 'Qxe7']",Benoni Defense: Old Benoni
2096,2054,1-0,"['d4', 'c5', 'd5', 'e5', 'Nc3', 'd6', 'h3', 'f5', 'a3', 'Nf6']",Benoni Defense: Old Benoni
2196,2102,0-1,"['d4', 'c5', 'c4', 'cxd4', 'Qxd4', 'Nc6', 'Qd1', 'e5', 'Nc3', 'Bb4']",Benoni Defense: Old Benoni
2072,2075,0-1,"['d4', 'c5', 'c3', 'd5', 'Bf4', 'Nc6', 'e3', 'f6', 'Nf3', 'Be6']",Benoni Defense: Old Benoni
1982,1999,1/2-1/2,"['d4', 'c5', 'd5', 'd6', 'c4', 'g6', 'Nc3', 'Bg7', 'e4', 'Nf6']",Benoni Defense: Old Benoni
1974,2026,0-1,"['d4', 'c5', 'd5', 'e5', 'c4', 'd6', 'e4', 'Be7', 'f4', 'exf4']",Benoni Defense: Old Benoni
1910,1899,0-1,"['d4', 'c5', 'c4', 'Nf6', 'd5', 'e6', 'Nc3', 'exd5', 'cxd5', 'd6']",Benoni Defense: Old Benoni
1861,1961,0-1,"['d4', 'c5', 'Nc3', 'cxd4', 'Qxd4', 'Nc6', 'Qa4', 'd5', 'Bf4', 'd4']",Benoni Defense: Old Benoni
1884,1880,1-0,"['d4', 'c5', 'Nf3', 'cxd4', 'Nxd4', 'Nf6', 'Nc3', 'g6', 'Bg5', 'Bg7']",Benoni Defense: Old Benoni
2697,2638,0-1,"['d4', 'c5', 'c3', 'cxd4', 'cxd4', 'd5', 'Nf3', 'Nc6', 'g3', 'Bg4']",Benoni Defense: Old Benoni
1925,1907,0-1,"['d4', 'c5', 'e3', 'cxd4', 'exd4', 'Nf6', 'c3', 'd5', 'f4', 'Nc6']",Benoni Defense: Old Benoni
1959,2274,0-1,"['d4', 'c5', 'c4', 'cxd4', 'Nc3', 'Nf6', 'Ne4', 'e5', 'Nxf6+', 'Qxf6']",Benoni Defense: Old Benoni
2105,2105,0-1,"['d4', 'c5', 'c3', 'cxd4', 'cxd4', 'Nf6', 'Nc3', 'g6', 'e4', 'd6']",Benoni Defense: Old Benoni
2608,2720,0-1,"['d4', 'c5', 'Nf3', 'cxd4', 'c4', 'e5', 'e3', 'dxe3', 'Bxe3', 'Nc6']",Benoni Defense: Old Benoni
1953,1924,1-0,"['d4', 'c5', 'c4', 'cxd4', 'Qxd4', 'Nc6', 'Qd1', 'e5', 'Nc3', 'f5']",Benoni Defense: Old Benoni
2424,2440,1-0,"['d4', 'c5', 'Nf3', 'cxd4', 'Nxd4', 'Nc6', 'Nb3', 'e5', 'g3', 'a5']",Benoni Defense: Old Benoni
2014,2041,0-1,"['d4', 'c5', 'd5', 'g6', 'e4', 'Bg7', 'c3', 'e6', 'd6', 'Nf6']",Benoni Defense: Old Benoni
2016,2164,1-0,"['d4', 'c5', 'Nf3', 'cxd4', 'Nxd4', 'Nc6', 'Nxc6', 'dxc6', 'e4', 'Qxd1+']",Benoni Defense: Old Benoni
2116,2105,0-1,"['d4', 'c5', 'c4', 'cxd4', 'Qxd4', 'Nc6', 'Qd1', 'e5', 'b3', 'Nf6']",Benoni Defense: Old Benoni
1877,1958,1-0,"['d4', 'c5', 'e3', 'cxd4', 'exd4', 'e6', 'Nf3', 'd5', 'c3', 'Nf6']",Benoni Defense: Old Benoni
2078,2035,1-0,"['d4', 'c5', 'e3', 'cxd4', 'exd4', 'd5', 'f4', 'Nc6', 'Nf3', 'Nf6']",Benoni Defense: Old Benoni
2108,2207,0-1,"['d4', 'c5', 'e3', 'cxd4', 'exd4', 'Nc6', 'Nf3', 'd5', 'b3', 'e5']",Benoni Defense: Old Benoni
1890,2248,0-1,"['d4', 'c5', 'Bg5', 'cxd4', 'Bxe7', 'Bxe7', 'Qxd4', 'Nf6', 'Nf3', 'Nc6']",Benoni Defense: Old Benoni
1834,1817,1-0,"['d4', 'c5', 'Nc3', 'cxd4', 'Qxd4', 'Nc6', 'Qd3', 'g6', 'Bf4', 'd6']",Benoni Defense: Old Benoni
2525,2619,1/2-1/2,"['d4', 'c5', 'd5', 'd6', 'c4', 'Nf6', 'Nc3', 'a6', 'e4', 'g6']",Benoni Defense: Old Benoni
1919,1874,0-1,"['d4', 'c5', 'c4', 'cxd4', 'Qxd4', 'Nf6', 'Qd1', 'g6', 'Nc3', 'Bg7']",Benoni Defense: Old Benoni
2454,2366,0-1,"['d4', 'c5', 'c4', 'cxd4', 'Qxd4', 'Nc6', 'Qd1', 'Nf6', 'Nc3', 'e5']",Benoni Defense: Old Benoni
2729,2733,0-1,"['d4', 'c5', 'd5', 'd6', 'c4', 'g6', 'Nc3', 'Bg7', 'e4', 'Nf6']",Benoni Defense: Old Benoni
2177,1986,1-0,"['d4', 'c5', 'e4', 'Nf6', 'Nf3', 'Nxe4', 'd5', 'd6', 'c4', 'Nf6']",Benoni Defense: Old Benoni
1965,2476,0-1,"['d4', 'c5', 'e3', 'cxd4', 'exd4', 'Nf6', 'Bd3', 'e6', 'c3', 'd6']",Benoni Defense: Old Benoni
2323,2304,0-1,"['d4', 'c5', 'c4', 'cxd4', 'Qxd4', 'd6', 'Qd1', 'e5', 'Nf3', 'Nf6']",Benoni Defense: Old Benoni
2008,2036,1-0,"['d4', 'c5', 'Bg5', 'cxd4', 'Qxd4', 'Nf6', 'Bxf6', 'gxf6', 'Qd1', 'Nc6']",Benoni Defense: Old Benoni
2497,2313,1-0,"['d4', 'c5', 'Nf3', 'cxd4', 'Nxd4', 'Nc6', 'Nb3', 'Nf6', 'a4', 'g6']",Benoni Defense: Old Benoni
2070,2283,0-1,"['d4', 'c5', 'c4', 'cxd4', 'Qxd4', 'Nc6', 'Qd1', 'Nf6', 'Nf3', 'g6']",Benoni Defense: Old Benoni
2586,2603,0-1,"['d4', 'c5', 'd5', 'd6', 'e4', 'Nf6', 'Nc3', 'h6', 'Nf3', 'e6']",Benoni Defense: Old Benoni
2434,2364,0-1,"['d4', 'c5', 'e3', 'cxd4', 'exd4', 'g6', 'Nf3', 'Bg7', 'Bd3', 'Nf6']",Benoni Defense: Old Benoni
1920,1917,0-1,"['d4', 'c5', 'h4', 'cxd4', 'Qxd4', 'Nc6', 'Qd3', 'h6', 'a3', 'Nf6']",Benoni Defense: Old Benoni
1934,1928,0-1,"['d4', 'c5', 'Nf3', 'cxd4', 'Nxd4', 'Nf6', 'e3', 'd6', 'Bd3', 'e5']",Benoni Defense: Old Benoni
2076,2117,0-1,"['d4', 'c5', 'c4', 'cxd4', 'Qxd4', 'Nf6', 'Qd1', 'Nc6', 'e3', 'g6']",Benoni Defense: Old Benoni
2332,2416,1-0,"['d4', 'c5', 'Nf3', 'cxd4', 'Nxd4', 'd5', 'g3', 'Nf6', 'Bg2', 'g6']",Benoni Defense: Old Benoni
2051,2052,1-0,"['d4', 'c5', 'c3', 'e6', 'e3', 'Nf6', 'Nf3', 'b6', 'Bd3', 'Bb7']",Benoni Defense: Old Benoni
2451,2342,0-1,"['d4', 'c5', 'e3', 'Nf6', 'Nf3', 'g6', 'Be2', 'Bg7', 'O-O', 'O-O']",Benoni Defense: Old Benoni
2810,2835,1-0,"['d4', 'c5', 'Bf4', 'cxd4', 'Bxb8', 'Rxb8', 'Qxd4', 'b6', 'Nc3', 'e6']",Benoni Defense: Old Benoni
2128,2153,1-0,"['d4', 'c5', 'c4', 'e6', 'd5', 'Nf6', 'Nc3', 'a6', 'Bg5', 'Be7']",Benoni Defense: Old Benoni
2423,2248,1-0,"['d4', 'c5', 'Nf3', 'cxd4', 'Nxd4', 'd5', 'c4', 'e5', 'Nf3', 'd4']",Benoni Defense: Old Benoni
1845,1806,0-1,"['d4', 'c5', 'Nc3', 'cxd4', 'Qxd4', 'Nc6', 'Qd3', 'g6', 'f3', 'Bg7']",Benoni Defense: Old Benoni
1861,1886,1/2-1/2,"['d4', 'c5', 'c3', 'Nf6', 'Bg5', 'Qb6', 'Qb3', 'Qxb3', 'axb3', 'Ne4']",Benoni Defense: Old Benoni
2307,2455,1-0,"['d4', 'c5', 'e3', 'cxd4', 'exd4', 'a6', 'Nf3', 'd6', 'Bd3', 'Nf6']",Benoni Defense: Old Benoni
2322,2354,1-0,"['d4', 'c5', 'Nf3', 'cxd4', 'c3', 'Nc6', 'cxd4', 'd5', 'Nc3', 'Nf6']",Benoni Defense: Old Benoni
2486,2514,0-1,"['d4', 'c5', 'c3', 'cxd4', 'cxd4', 'Nf6', 'Nc3', 'g6', 'Bf4', 'Bg7']",Benoni Defense: Old Benoni
1898,1826,0-1,"['d4', 'c5', 'd5', 'd6', 'c4', 'Nf6', 'Nc3', 'e6', 'e4', 'exd5']",Benoni Defense: Old Benoni
2334,2387,0-1,"['d4', 'c5', 'c4', 'e6', 'Nf3', 'Nf6', 'e3', 'cxd4', 'exd4', 'd5']",Benoni Defense: Old Benoni
1916,1921,1-0,"['d4', 'c5', 'Bf4', 'cxd4', 'Qxd4', 'Nc6', 'Qd1', 'd6', 'Nc3', 'g6']",Benoni Defense: Old Benoni
2309,2349,0-1,"['d4', 'c5', 'e3', 'cxd4', 'exd4', 'd5', 'f4', 'Nf6', 'Nf3', 'g6']",Benoni Defense: Old Benoni
2084,2098,1-0,"['d4', 'c5', 'e3', 'cxd4', 'exd4', 'd5', 'Bf4', 'Nf6', 'Nc3', 'e6']",Benoni Defense: Old Benoni
2158,2616,1-0,"['d4', 'c5', 'Nf3', 'cxd4', 'g3', 'e5', 'Bg2', 'Nc6', 'O-O', 'd6']",Benoni Defense: Old Benoni
1997,1958,0-1,"['d4', 'c5', 'Nf3', 'cxd4', 'Qxd4', 'Nc6', 'Qd1', 'e5', 'Bg5', 'f6']",Benoni Defense: Old Benoni
1824,1883,1-0,"['d4', 'c5', 'c3', 'cxd4', 'cxd4', 'Nf6', 'Nc3', 'g6', 'Bf4', 'Bg7']",Benoni Defense: Old Benoni
2039,2055,0-1,"['d4', 'c5', 'Be3', 'cxd4', 'Bxd4', 'Nc6', 'Bc3', 'd6', 'e4', 'e6']",Benoni Defense: Old Benoni
2054,2043,0-1,"['d4', 'c5', 'Nf3', 'cxd4', 'Nxd4', 'Nc6', 'c4', 'Nf6', 'b3', 'g6']",Benoni Defense: Old Benoni
1932,1958,1-0,"['d4', 'c5', 'c4', 'cxd4', 'Qxd4', 'Nc6', 'Qd1', 'g6', 'Nf3', 'Bg7']",Benoni Defense: Old Benoni
1989,1947,0-1,"['d4', 'c5', 'd5', 'd6', 'c4', 'e6', 'Nc3', 'exd5', 'cxd5', 'Nf6']",Benoni Defense: Old Benoni
2218,2155,0-1,"['d4', 'c5', 'Nc3', 'e6', 'd5', 'd6', 'dxe6', 'fxe6', 'e4', 'Nf6']",Benoni Defense: Old Benoni
1953,2476,0-1,"['d4', 'c5', 'Bf4', 'cxd4', 'Qxd4', 'Nf6', 'Qd1', 'Nc6', 'c3', 'g6']",Benoni Defense: Old Benoni
2030,2088,1/2-1/2,"['d4', 'c5', 'Nc3', 'cxd4', 'Qxd4', 'Nc6', 'Qd2', 'g6', 'b3', 'Bg7']",Benoni Defense: Old Benoni
1980,1940,1-0,"['d4', 'c5', 'e3', 'cxd4', 'exd4', 'd5', 'Nf3', 'e6', 'Bd3', 'Nc6']",Benoni Defense: Old Benoni
2130,2115,1-0,"['d4', 'c5', 'Nf3', 'cxd4', 'Nxd4', 'e5', 'Nf3', 'Nf6', 'e4', 'Bc5']",Benoni Defense: Old Benoni
1801,1820,0-1,"['d4', 'c5', 'e3', 'cxd4', 'exd4', 'd5', 'Nf3', 'Nc6', 'b3', 'g6']",Benoni Defense: Old Benoni
2304,2380,1-0,"['d4', 'c5', 'e3', 'cxd4', 'exd4', 'Nf6', 'f4', 'g6', 'Nf3', 'Bg7']",Benoni Defense: Old Benoni
2492,2401,1-0,"['d4', 'c5', 'e3', 'cxd4', 'exd4', 'e6', 'c3', 'a6', 'f4', 'b5']",Benoni Defense: Old Benoni
2479,2313,1-0,"['d4', 'c5', 'c4', 'cxd4', 'Qxd4', 'd6', 'Qd1', 'e5', 'Nc3', 'Nf6']",Benoni Defense: Old Benoni
2247,2196,1-0,"['d4', 'c5', 'd5', 'd6', 'Nc3', 'Nf6', 'e4', 'g6', 'Be2', 'Bg7']",Benoni Defense: Old Benoni
2223,2287,1-0,"['d4', 'c5', 'e3', 'cxd4', 'exd4', 'd5', 'f4', 'Nc6', 'Nf3', 'e6']",Benoni Defense: Old Benoni
2075,2109,1-0,"['d4', 'c5', 'e3', 'cxd4', 'exd4', 'd5', 'c4', 'Nf6', 'Nc3', 'dxc4']",Benoni Defense: Old Benoni
2170,2250,0-1,"['d4', 'c5', 'c3', 'cxd4', 'cxd4', 'e6', 'Nf3', 'a6', 'Nc3', 'Nf6']",Benoni Defense: Old Benoni
2039,1987,1-0,"['d4', 'c5', 'e3', 'cxd4', 'exd4', 'g6', 'b3', 'Bg7', 'Bb2', 'Nc6']",Benoni Defense: Old Benoni
2214,2196,0-1,"['d4', 'c5', 'e3', 'cxd4', 'exd4', 'Qb6', 'Nf3', 'g6', 'Bd3', 'Bg7']",Benoni Defense: Old Benoni
2089,2102,0-1,"['d4', 'c5', 'c4', 'cxd4', 'Qxd4', 'Nc6', 'Qd1', 'g6', 'Nf3', 'Bg7']",Benoni Defense: Old Benoni
2149,2161,1-0,"['d4', 'c5', 'e3', 'd5', 'Nf3', 'Nc6', 'c3', 'Bf5', 'Bb5', 'e6']",Benoni Defense: Old Benoni
2248,2605,0-1,"['d4', 'c5', 'c3', 'cxd4', 'cxd4', 'd5', 'Nf3', 'Nf6', 'Nc3', 'Nc6']",Benoni Defense: Old Benoni
1913,1918,1-0,"['d4', 'c5', 'e3', 'cxd4', 'exd4', 'Nf6', 'f4', 'd5', 'Nf3', 'Nc6']",Benoni Defense: Old Benoni
1857,1842,1-0,"['d4', 'c5', 'd5', 'e5', 'c4', 'd6', 'Nc3', 'Nf6', 'e4', 'a6']",Benoni Defense: Old Benoni
2071,2110,1-0,"['d4', 'c5', 'c3', 'cxd4', 'Qxd4', 'Nf6', 'Qd1', 'Nc6', 'Bf4', 'e5']",Benoni Defense: Old Benoni
1949,1932,0-1,"['d4', 'c5', 'c4', 'cxd4', 'Qxd4', 'Nc6', 'Qd1', 'e6', 'Nf3', 'Nf6']",Benoni Defense: Old Benoni
2165,2234,0-1,"['d4', 'c5', 'c4', 'cxd4', 'Nf3', 'd3', 'e3', 'Nf6', 'Bxd3', 'e6']",Benoni Defense: Old Benoni
2475,2335,1-0,"['d4', 'c5', 'Nf3', 'cxd4', 'g3', 'Nc6', 'Nxd4', 'g6', 'Nb3', 'Bg7']",Benoni Defense: Old Benoni
1919,1983,0-1,"['d4', 'c5', 'c4', 'cxd4', 'Qxd4', 'Nc6', 'Qd1', 'Nf6', 'Nc3', 'd6']",Benoni Defense: Old Benoni
2493,2477,1-0,"['d4', 'c5', 'c3', 'cxd4', 'cxd4', 'd6', 'e3', 'a6', 'Be2', 'Nf6']",Benoni Defense: Old Benoni
2117,2140,1-0,"['d4', 'c5', 'c4', 'Nf6', 'e3', 'e6', 'Nf3', 'b6', 'Be2', 'Bb7']",Benoni Defense: Old Benoni
2219,1959,1-0,"['d4', 'c5', 'c3', 'cxd4', 'cxd4', 'd5', 'Nf3', 'Nc6', 'Bf4', 'Bg4']",Benoni Defense: Old Benoni
2046,1986,1-0,"['d4', 'c5', 'd5', 'e5', 'c4', 'd6', 'Nc3', 'f5', 'e4', 'Nf6']",Benoni Defense: Old Benoni
2172,2229,0-1,"['d4', 'c5', 'c4', 'cxd4', 'Qxd4', 'Nc6', 'Qd1', 'Nf6', 'Nc3', 'e5']",Benoni Defense: Old Benoni
