WhiteElo,BlackElo,Result,Moves,OpeningName
2260,2383,0-1,"['d4', 'Nf6', 'e3', 'e6', 'Bd3', 'd5', 'Nd2', 'Be7', 'c3', 'b6']",Indian Defense
2115,2105,0-1,"['d4', 'Nf6', 'e3', 'g6', 'f4', 'Bg7', 'Nf3', 'O-O', 'c3', 'd6']",Indian Defense
1804,1805,1-0,"['d4', 'Nf6', 'e3', 'g6', 'Nf3', 'Bg7', 'Bd3', 'O-O', 'O-O', 'd6']",Indian Defense
2241,2145,1-0,"['d4', 'Nf6', 'c3', 'g6', 'e4', 'd5', 'e5', 'Nfd7', 'Bd3', 'c5']",Indian Defense
2089,2093,1-0,"['d4', 'Nf6', 'Bf4', 'g6', 'Nc3', 'Bg7', 'e4', 'd6', 'Qd2', 'h6']",Indian Defense
1833,1848,0-1,"['d4', 'Nf6', 'Bf4', 'e6', 'Nf3', 'Nc6', 'e3', 'Bb4+', 'c3', 'Bd6']",Indian Defense
2463,2518,1-0,"['d4', 'Nf6', 'Nc3', 'g6', 'e4', 'd6', 'f4', 'Bg7', 'Nf3', 'O-O']",Indian Defense
2000,2047,1-0,"['d4', 'Nf6', 'e3', 'e6', 'Nf3', 'd5', 'c4', 'c5', 'a3', 'cxd4']",Indian Defense
1983,1961,1-0,"['d4', 'Nf6', 'Bf4', 'g6', 'e3', 'Bg7', 'Bc4', 'O-O', 'h4', 'd6']",Indian Defense
1954,2047,1-0,"['d4', 'Nf6', 'h3', 'e6', 'a3', 'c5', 'e3', 'cxd4', 'exd4', 'd5']",Indian Defense
1921,1957,0-1,"['d4', 'Nf6', 'a3', 'c5', 'c3', 'e6', 'e3', 'Qb6', 'Nf3', 'Nc6']",Indian Defense
1967,2066,0-1,"['d4', 'Nf6', 'Bf4', 'd5', 'e3', 'c6', 'Nf3', 'Bg4', 'Bd3', 'Ne4']",Indian Defense
1995,2115,1-0,"['d4', 'Nf6', 'c3', 'd5', 'Bf4', 'c5', 'e3', 'Nc6', 'Nf3', 'e6']",Indian Defense
2809,2969,0-1,"['d4', 'Nf6', 'Bf4', 'd6', 'Nf3', 'c6', 'e3', 'Qb6', 'Qc1', 'Nd5']",Indian Defense
2813,2693,1-0,"['d4', 'Nf6', 'c3', 'g6', 'Nf3', 'Bg7', 'Bf4', 'd5', 'h3', 'O-O']",Indian Defense
2049,2080,1-0,"['d4', 'Nf6', 'Bf4', 'd6', 'e3', 'g6', 'Nf3', 'Bg7', 'Nbd2', 'Nbd7']",Indian Defense
1865,1902,0-1,"['d4', 'Nf6', 'e3', 'e6', 'Bd3', 'c5', 'c3', 'd5', 'f4', 'Nc6']",Indian Defense
2033,2475,0-1,"['d4', 'Nf6', 'Bf4', 'c6', 'e3', 'Qb6', 'Qc1', 'd6', 'Bd3', 'g6']",Indian Defense
1965,1952,0-1,"['d4', 'Nf6', 'e3', 'd5', 'Nc3', 'c6', 'f3', 'e6', 'Bd2', 'Bb4']",Indian Defense
1817,1903,0-1,"['d4', 'Nf6', 'Bf4', 'd6', 'e3', 'h6', 'Nf3', 'Nh5', 'Bg3', 'g6']",Indian Defense
2203,2164,1-0,"['d4', 'Nf6', 'Nc3', 'd6', 'e4', 'c6', 'e5', 'dxe5', 'dxe5', 'Qxd1+']",Indian Defense
1901,1901,1-0,"['d4', 'Nf6', 'Bf4', 'd6', 'e3', 'g6', 'Qf3', 'Bg7', 'Nc3', 'O-O']",Indian Defense
2316,2493,0-1,"['d4', 'Nf6', 'Bf4', 'e6', 'Nf3', 'Bd6', 'Bg3', 'Ne4', 'e3', 'Nxg3']",Indian Defense
1858,1807,1-0,"['d4', 'Nf6', 'Nc3', 'e6', 'e4', 'Be7', 'Bg5', 'O-O', 'e5', 'Nd5']",Indian Defense
2147,2164,0-1,"['d4', 'Nf6', 'Nc3', 'e6', 'e4', 'd5', 'exd5', 'exd5', 'Bg5', 'c6']",Indian Defense
2076,2131,0-1,"['d4', 'Nf6', 'Bf4', 'e6', 'Nf3', 'c5', 'e3', 'cxd4', 'exd4', 'd6']",Indian Defense
1864,1932,0-1,"['d4', 'Nf6', 'Bf4', 'd6', 'Nc3', 'g6', 'e4', 'Bg7', 'Qd2', 'h6']",Indian Defense
1925,2307,0-1,"['d4', 'Nf6', 'Bf4', 'e6', 'e3', 'Bb4+', 'c3', 'Be7', 'Bg3', 'b6']",Indian Defense
2162,2065,1-0,"['d4', 'Nf6', 'Bf4', 'd6', 'Nc3', 'Nbd7', 'e4', 'c6', 'Nf3', 'b5']",Indian Defense
1848,1865,0-1,"['d4', 'Nf6', 'Bf4', 'd5', 'Nf3', 'c6', 'e3', 'Bg4', 'Nbd2', 'e6']",Indian Defense
2098,2185,1-0,"['d4', 'Nf6', 'Nc3', 'g6', 'e4', 'd6', 'Bf4', 'Bg7', 'e5', 'dxe5']",Indian Defense
2094,2087,0-1,"['d4', 'Nf6', 'Bf4', 'g6', 'Nc3', 'Bg7', 'f3', 'O-O', 'Qd2', 'd6']",Indian Defense
1925,1911,0-1,"['d4', 'Nf6', 'e3', 'g6', 'c3', 'Bg7', 'f4', 'O-O', 'Nf3', 'd6']",Indian Defense
1826,1801,1-0,"['d4', 'Nf6', 'e3', 'e6', 'Bd3', 'd5', 'Nd2', 'c5', 'c3', 'Nc6']",Indian Defense
1801,1873,0-1,"['d4', 'Nf6', 'Bf4', 'd5', 'e3', 'e6', 'Nf3', 'Bd6', 'Bg3', 'O-O']",Indian Defense
2360,2401,1-0,"['d4', 'Nf6', 'Nc3', 'Nc6', 'd5', 'Ne5', 'f4', 'Ng6', 'f5', 'Ne5']",Indian Defense
1839,2158,0-1,"['d4', 'Nf6', 'Bf4', 'c5', 'c3', 'Qb6', 'Qb3', 'Qxb3', 'axb3', 'cxd4']",Indian Defense
2064,2021,0-1,"['d4', 'Nf6', 'e3', 'd5', 'Bd3', 'Bg4', 'Nf3', 'e6', 'Bd2', 'Nbd7']",Indian Defense
1815,1877,1-0,"['d4', 'Nf6', 'Bf4', 'c5', 'd5', 'b5', 'd6', 'Qb6', 'dxe7', 'Bxe7']",Indian Defense
1848,1859,0-1,"['d4', 'Nf6', 'e3', 'e6', 'Nf3', 'd5', 'Bd3', 'Be7', 'O-O', 'O-O']",Indian Defense
2427,2286,0-1,"['d4', 'Nf6', 'Nc3', 'g6', 'Bg5', 'Bg7', 'Qd2', 'd6', 'f3', 'c6']",Indian Defense
2106,2145,1/2-1/2,"['d4', 'Nf6', 'Bf4', 'd6', 'Nf3', 'Bg4', 'Nbd2', 'g6', 'e3', 'Bg7']",Indian Defense
2088,2172,0-1,"['d4', 'Nf6', 'Bf4', 'c5', 'dxc5', 'e6', 'b4', 'a5', 'c3', 'axb4']",Indian Defense
2144,2123,1-0,"['d4', 'Nf6', 'Bf4', 'e6', 'Nf3', 'd5', 'Nbd2', 'Bd6', 'Bg3', 'Ne4']",Indian Defense
2153,2284,0-1,"['d4', 'Nf6', 'e3', 'e5', 'Ne2', 'e4', 'f3', 'd5', 'fxe4', 'Nxe4']",Indian Defense
2191,2205,0-1,"['d4', 'Nf6', 'Bf4', 'd6', 'Nf3', 'c6', 'e3', 'g6', 'Bd3', 'Bg7']",Indian Defense
2262,2341,0-1,"['d4', 'Nf6', 'Bf4', 'c5', 'e3', 'Qb6', 'b3', 'cxd4', 'exd4', 'd5']",Indian Defense
2444,2427,1-0,"['d4', 'Nf6', 'Bf4', 'd6', 'e3', 'g6', 'Nf3', 'Bg7', 'h3', 'O-O']",Indian Defense
2446,2431,1-0,"['d4', 'Nf6', 'Bf4', 'g6', 'Nc3', 'd6', 'e4', 'Bg7', 'Qd2', 'Nc6']",Indian Defense
2231,2206,1/2-1/2,"['d4', 'Nf6', 'Bf4', 'e6', 'Nf3', 'd5', 'e3', 'Bd6', 'Bg3', 'Bxg3']",Indian Defense
2074,2065,1-0,"['d4', 'Nf6', 'e3', 'd5', 'f4', 'Bf5', 'Bd3', 'Bg6', 'Nf3', 'Bxd3']",Indian Defense
1959,1952,1-0,"['d4', 'Nf6', 'Bf4', 'e6', 'e3', 'd5', 'Nf3', 'Bd6', 'Ne5', 'O-O']",Indian Defense
2094,2087,0-1,"['d4', 'Nf6', 'Bf4', 'e6', 'Nc3', 'd5', 'f3', 'Bd6', 'Qd2', 'Bxf4']",Indian Defense
2468,2419,1-0,"['d4', 'Nf6', 'e3', 'e6', 'c4', 'd5', 'Nf3', 'Be7', 'Nc3', 'O-O']",Indian Defense
1905,1902,1-0,"['d4', 'Nf6', 'Bf4', 'd6', 'e3', 'g6', 'Nf3', 'Bg7', 'Bc4', 'O-O']",Indian Defense
2811,2695,1-0,"['d4', 'Nf6', 'c3', 'g6', 'Nf3', 'Bg7', 'Bf4', 'd6', 'h3', 'O-O']",Indian Defense
1923,2073,0-1,"['d4', 'Nf6', 'Bf4', 'c5', 'e3', 'cxd4', 'exd4', 'd5', 'Nf3', 'g6']",Indian Defense
1895,1904,1-0,"['d4', 'Nf6', 'Nc3', 'g6', 'e4', 'd5', 'e5', 'Nfd7', 'Nf3', 'c5']",Indian Defense
1868,1862,1-0,"['d4', 'Nf6', 'Bf4', 'd6', 'e3', 'c5', 'c3', 'cxd4', 'exd4', 'g6']",Indian Defense
2149,2054,0-1,"['d4', 'Nf6', 'Bf4', 'c5', 'c3', 'Qb6', 'Qb3', 'Qxb3', 'axb3', 'cxd4']",Indian Defense
1887,1946,1-0,"['d4', 'Nf6', 'Bf4', 'c5', 'e3', 'Qb6', 'Nc3', 'Qxb2', 'Nb5', 'Na6']",Indian Defense
2849,2866,1-0,"['d4', 'Nf6', 'Bf4', 'd6', 'Nc3', 'g6', 'e4', 'c6', 'Qd2', 'Qa5']",Indian Defense
2024,2075,0-1,"['d4', 'Nf6', 'c3', 'd5', 'Bg5', 'Ne4', 'Bf4', 'c5', 'e3', 'e6']",Indian Defense
1863,1996,0-1,"['d4', 'Nf6', 'Bf4', 'd5', 'e3', 'Bf5', 'c3', 'e6', 'Bd3', 'Bg6']",Indian Defense
1858,1812,1-0,"['d4', 'Nf6', 'Bf4', 'e6', 'h3', 'c5', 'e3', 'Nc6', 'c3', 'Be7']",Indian Defense
1808,1828,0-1,"['d4', 'Nf6', 'e3', 'd5', 'f4', 'Bf5', 'Bd3', 'Bxd3', 'Qxd3', 'c5']",Indian Defense
2203,2258,1-0,"['d4', 'Nf6', 'Bf4', 'g6', 'Nc3', 'd5', 'e3', 'Nh5', 'h4', 'Nxf4']",Indian Defense
1950,1969,1-0,"['d4', 'Nf6', 'c3', 'g6', 'Bf4', 'Bg7', 'Nd2', 'O-O', 'e4', 'd6']",Indian Defense
1923,1873,0-1,"['d4', 'Nf6', 'b3', 'g6', 'Bb2', 'Bg7', 'Nf3', 'd6', 'e3', 'Nbd7']",Indian Defense
1942,1912,1/2-1/2,"['d4', 'Nf6', 'Bf4', 'e6', 'Nf3', 'b6', 'e3', 'd6', 'c3', 'Be7']",Indian Defense
1899,1956,0-1,"['d4', 'Nf6', 'Bf4', 'g6', 'Nf3', 'Bg7', 'Nbd2', 'O-O', 'e4', 'd6']",Indian Defense
2057,2005,1-0,"['d4', 'Nf6', 'e3', 'g6', 'c4', 'Bg7', 'Nf3', 'O-O', 'Nc3', 'd5']",Indian Defense
2002,2001,0-1,"['d4', 'Nf6', 'Bf4', 'g6', 'e3', 'Bg7', 'h3', 'O-O', 'Bd3', 'd6']",Indian Defense
1812,2100,0-1,"['d4', 'Nf6', 'e3', 'd6', 'c4', 'g6', 'Nc3', 'Bg7', 'g3', 'O-O']",Indian Defense
2088,2192,1-0,"['d4', 'Nf6', 'Bf4', 'e6', 'Nf3', 'c5', 'e3', 'Qb6', 'b3', 'Nc6']",Indian Defense
2028,2058,1-0,"['d4', 'Nf6', 'Bf4', 'd6', 'e3', 'g6', 'Be2', 'Nh5', 'Bxh5', 'gxh5']",Indian Defense
2371,2302,1-0,"['d4', 'Nf6', 'Bf4', 'd5', 'e3', 'Bf5', 'c4', 'e6', 'Nc3', 'c6']",Indian Defense
2192,2200,0-1,"['d4', 'Nf6', 'Bf4', 'e6', 'e3', 'd5', 'Nf3', 'Be7', 'h3', 'b6']",Indian Defense
2414,2391,1-0,"['d4', 'Nf6', 'Nc3', 'g6', 'Bg5', 'd6', 'Qd2', 'Bg7', 'O-O-O', 'O-O']",Indian Defense
2195,2286,1-0,"['d4', 'Nf6', 'e3', 'e6', 'Bd3', 'Be7', 'Nd2', 'O-O', 'c3', 'd5']",Indian Defense
1981,1945,0-1,"['d4', 'Nf6', 'Nc3', 'e6', 'f3', 'c5', 'Be3', 'cxd4', 'Bxd4', 'Nc6']",Indian Defense
2578,2584,1-0,"['d4', 'Nf6', 'e3', 'd5', 'Nf3', 'e6', 'c4', 'a6', 'Nc3', 'Be7']",Indian Defense
1977,2074,0-1,"['d4', 'Nf6', 'e3', 'e6', 'Nf3', 'd5', 'Be2', 'Bb4+', 'Bd2', 'Bxd2+']",Indian Defense
1874,2052,1-0,"['d4', 'Nf6', 'e3', 'd5', 'f4', 'e6', 'Nf3', 'Nbd7', 'Bd3', 'c5']",Indian Defense
1897,1930,1/2-1/2,"['d4', 'Nf6', 'Bf4', 'd5', 'Nf3', 'Bf5', 'e3', 'e6', 'c3', 'Bd6']",Indian Defense
1887,1848,0-1,"['d4', 'Nf6', 'Nc3', 'c6', 'e4', 'd6', 'e5', 'dxe5', 'dxe5', 'Nd5']",Indian Defense
1823,2129,1-0,"['d4', 'Nf6', 'Bf4', 'g6', 'Qd2', 'Bg7', 'Nc3', 'd6', 'O-O-O', 'O-O']",Indian Defense
2126,2091,1-0,"['d4', 'Nf6', 'Nc3', 'e6', 'e4', 'c5', 'Bg5', 'cxd4', 'Qxd4', 'Nc6']",Indian Defense
1901,1927,1-0,"['d4', 'Nf6', 'Bf4', 'c5', 'd5', 'd6', 'c4', 'g6', 'Nc3', 'Bg7']",Indian Defense
2222,2213,1-0,"['d4', 'Nf6', 'Bf4', 'e6', 'Nf3', 'd5', 'e3', 'Bd6', 'Bg3', 'c5']",Indian Defense
1854,1847,0-1,"['d4', 'Nf6', 'Nc3', 'c6', 'e4', 'Qa5', 'a3', 'Nxe4', 'Qd3', 'd5']",Indian Defense
1884,1883,0-1,"['d4', 'Nf6', 'Bf4', 'e6', 'e3', 'c5', 'c3', 'd5', 'Nd2', 'c4']",Indian Defense
1939,1923,1-0,"['d4', 'Nf6', 'Bf4', 'g6', 'e3', 'Bg7', 'c3', 'O-O', 'Bd3', 'd6']",Indian Defense
2083,2099,0-1,"['d4', 'Nf6', 'Bf4', 'g6', 'Nc3', 'Bg7', 'f3', 'O-O', 'Qd2', 'd6']",Indian Defense
2197,2154,1-0,"['d4', 'Nf6', 'Nc3', 'Nc6', 'Bf4', 'd5', 'e3', 'a6', 'Nf3', 'Bg4']",Indian Defense
1860,1925,1/2-1/2,"['d4', 'Nf6', 'e3', 'b6', 'Bd3', 'Bb7', 'Nf3', 'd6', 'O-O', 'e6']",Indian Defense
1803,2527,0-1,"['d4', 'Nf6', 'e3', 'e6', 'Bd3', 'd5', 'f4', 'Be7', 'Nd2', 'c5']",Indian Defense
2077,2119,0-1,"['d4', 'Nf6', 'Bf4', 'd6', 'e3', 'g6', 'h3', 'Bg7', 'Nf3', 'c6']",Indian Defense
1875,1841,1-0,"['d4', 'Nf6', 'Nd2', 'd5', 'f3', 'e6', 'e4', 'c5', 'c3', 'Nc6']",Indian Defense
2802,2976,1-0,"['d4', 'Nf6', 'Bf4', 'd5', 'Nf3', 'e6', 'c3', 'Bd6', 'Bg3', 'Ne4']",Indian Defense
2227,2217,0-1,"['d4', 'Nf6', 'Bf4', 'g6', 'Nc3', 'Bg7', 'e4', 'd6', 'Qd2', 'O-O']",Indian Defense
2168,2211,1-0,"['d4', 'Nf6', 'e3', 'd5', 'c4', 'c5', 'Nf3', 'Nc6', 'b3', 'Bf5']",Indian Defense
1834,1825,1-0,"['d4', 'Nf6', 'Nc3', 'g6', 'e4', 'd6', 'f4', 'Bg7', 'e5', 'Nfd7']",Indian Defense
2030,1985,1-0,"['d4', 'Nf6', 'Bf4', 'd5', 'c3', 'Bf5', 'Nf3', 'h6', 'Nbd2', 'e6']",Indian Defense
2301,2269,1-0,"['d4', 'Nf6', 'e3', 'd5', 'c4', 'Bf5', 'Nc3', 'e6', 'f4', 'Bb4']",Indian Defense
2036,1841,1-0,"['d4', 'Nf6', 'c3', 'd6', 'Nf3', 'Ne4', 'Bg5', 'Nf6', 'Bxf6', 'exf6']",Indian Defense
1926,1907,1-0,"['d4', 'Nf6', 'e3', 'd5', 'c3', 'g6', 'f4', 'Bg7', 'Be2', 'O-O']",Indian Defense
1813,1877,1-0,"['d4', 'Nf6', 'Bf4', 'g6', 'Nc3', 'Bg7', 'e4', 'd6', 'Qd2', 'h5']",Indian Defense
1938,1906,0-1,"['d4', 'Nf6', 'Bf4', 'g6', 'Nc3', 'Bg7', 'e4', 'd6', 'Qd2', 'O-O']",Indian Defense
2271,2224,1-0,"['d4', 'Nf6', 'Bf4', 'g6', 'Nf3', 'Bg7', 'c3', 'O-O', 'h3', 'c5']",Indian Defense
2352,2318,0-1,"['d4', 'Nf6', 'e3', 'e6', 'Nf3', 'b6', 'Be2', 'Bb7', 'a3', 'd5']",Indian Defense
1972,2004,0-1,"['d4', 'Nf6', 'c3', 'g6', 'Nf3', 'Bg7', 'Bg5', 'd6', 'Bxf6', 'Bxf6']",Indian Defense
2013,2042,0-1,"['d4', 'Nf6', 'e3', 'g6', 'f4', 'Bg7', 'Nf3', 'd6', 'Bd3', 'Bg4']",Indian Defense
2111,2138,0-1,"['d4', 'Nf6', 'c3', 'c6', 'e3', 'g6', 'f4', 'Bg7', 'Nf3', 'O-O']",Indian Defense
2016,1962,0-1,"['d4', 'Nf6', 'Bf4', 'g6', 'Nc3', 'Bg7', 'Qd2', 'Nc6', 'Nf3', 'd6']",Indian Defense
1982,1913,1-0,"['d4', 'Nf6', 'Bf4', 'd6', 'Nf3', 'g6', 'e3', 'Bg7', 'c4', 'Nh5']",Indian Defense
1921,1931,1-0,"['d4', 'Nf6', 'e3', 'e6', 'Bd3', 'b6', 'f4', 'c5', 'Nf3', 'Bb7']",Indian Defense
2112,2073,1-0,"['d4', 'Nf6', 'Bf4', 'd5', 'e3', 'Bf5', 'Nf3', 'e6', 'Nbd2', 'Bd6']",Indian Defense
1915,1897,1-0,"['d4', 'Nf6', 'Bf4', 'c5', 'c3', 'Qb6', 'Qb3', 'Qxb3', 'axb3', 'cxd4']",Indian Defense
1947,1937,1-0,"['d4', 'Nf6', 'Bf4', 'c5', 'e3', 'g6', 'Nf3', 'Bg7', 'd5', 'd6']",Indian Defense
1918,1857,0-1,"['d4', 'Nf6', 'Bf4', 'd5', 'e3', 'g6', 'Nc3', 'Bg7', 'f3', 'Nh5']",Indian Defense
2155,2232,0-1,"['d4', 'Nf6', 'Nc3', 'g6', 'Bf4', 'Bg7', 'e4', 'O-O', 'f3', 'd6']",Indian Defense
2360,2545,0-1,"['d4', 'Nf6', 'c3', 'e6', 'Nf3', 'b6', 'Bg5', 'Bb7', 'Bxf6', 'Qxf6']",Indian Defense
2153,2148,1-0,"['d4', 'Nf6', 'e3', 'e6', 'f4', 'c5', 'Nf3', 'b6', 'c3', 'Bb7']",Indian Defense
1914,1919,0-1,"['d4', 'Nf6', 'e3', 'g6', 'Nf3', 'd5', 'Nc3', 'Bg4', 'Be2', 'Bg7']",Indian Defense
2000,1958,0-1,"['d4', 'Nf6', 'e3', 'd5', 'Nf3', 'e6', 'Nc3', 'Bd6', 'Bd3', 'c6']",Indian Defense
2222,2213,1-0,"['d4', 'Nf6', 'Bf4', 'e6', 'Nf3', 'd5', 'e3', 'Bd6', 'Bg3', 'Bxg3']",Indian Defense
1911,1906,1-0,"['d4', 'Nf6', 'Bf4', 'e6', 'e3', 'd5', 'c3', 'Bd6', 'Bg5', 'h6']",Indian Defense
2310,2108,1-0,"['d4', 'Nf6', 'e3', 'g6', 'f4', 'Bg7', 'Nf3', 'O-O', 'Bc4', 'd6']",Indian Defense
2450,2302,1-0,"['d4', 'Nf6', 'Bf4', 'd5', 'e3', 'Bf5', 'c4', 'c6', 'Nc3', 'e6']",Indian Defense
1935,1928,0-1,"['d4', 'Nf6', 'Bf4', 'g6', 'Nf3', 'Bg7', 'e3', 'b6', 'c4', 'Bb7']",Indian Defense
2102,2065,1-0,"['d4', 'Nf6', 'Nc3', 'd6', 'e4', 'g6', 'Qe2', 'Bg7', 'Bg5', 'O-O']",Indian Defense
1982,1955,1-0,"['d4', 'Nf6', 'Nc3', 'e6', 'e4', 'Bb4', 'Bd3', 'c6', 'Nf3', 'd5']",Indian Defense
1866,1897,1-0,"['d4', 'Nf6', 'e3', 'd6', 'Bd3', 'g6', 'c3', 'Bg7', 'f4', 'O-O']",Indian Defense
1977,1877,0-1,"['d4', 'Nf6', 'Bf4', 'd5', 'e3', 'c5', 'c4', 'e6', 'cxd5', 'exd5']",Indian Defense
2235,2154,1-0,"['d4', 'Nf6', 'e3', 'c5', 'Nf3', 'g6', 'c3', 'Nc6', 'Bc4', 'd5']",Indian Defense
2219,2219,1/2-1/2,"['d4', 'Nf6', 'Bf4', 'd5', 'e3', 'c5', 'Nf3', 'cxd4', 'exd4', 'a6']",Indian Defense
1937,1897,0-1,"['d4', 'Nf6', 'e3', 'd5', 'c3', 'Bf5', 'Nf3', 'Bxb1', 'Rxb1', 'g6']",Indian Defense
2105,2117,1-0,"['d4', 'Nf6', 'Bf4', 'e6', 'Nd2', 'c5', 'e3', 'Qb6', 'Nc4', 'Qb4+']",Indian Defense
2164,2186,1-0,"['d4', 'Nf6', 'Bf4', 'c5', 'e3', 'cxd4', 'exd4', 'd5', 'Nf3', 'Nc6']",Indian Defense
2220,2189,1-0,"['d4', 'Nf6', 'Bf4', 'b6', 'Nf3', 'd6', 'e3', 'Bb7', 'h3', 'g6']",Indian Defense
1904,1905,0-1,"['d4', 'Nf6', 'e3', 'g6', 'Bd3', 'Bg7', 'Ne2', 'd6', 'c3', 'O-O']",Indian Defense
2335,2494,0-1,"['d4', 'Nf6', 'e3', 'g6', 'c4', 'Bg7', 'Nf3', 'd5', 'a3', 'O-O']",Indian Defense
2193,2519,0-1,"['d4', 'Nf6', 'c3', 'g6', 'Nf3', 'd6', 'Bf4', 'Bg7', 'e3', 'O-O']",Indian Defense
2154,2209,0-1,"['d4', 'Nf6', 'Nc3', 'e6', 'e4', 'd5', 'Bg5', 'Be7', 'Bxf6', 'Bxf6']",Indian Defense
2057,2046,1-0,"['d4', 'Nf6', 'e3', 'd5', 'Nf3', 'e6', 'Bd3', 'c5', 'O-O', 'c4']",Indian Defense
2035,2028,0-1,"['d4', 'Nf6', 'c3', 'e6', 'Nd2', 'Be7', 'Qb3', 'O-O', 'e4', 'd5']",Indian Defense
1833,1837,1-0,"['d4', 'Nf6', 'Bf4', 'd5', 'Nc3', 'c5', 'e3', 'Qb6', 'Rb1', 'e6']",Indian Defense
1922,1943,1-0,"['d4', 'Nf6', 'Bf4', 'e6', 'Nf3', 'g5', 'Bxg5', 'Be7', 'g3', 'Ne4']",Indian Defense
2123,2124,0-1,"['d4', 'Nf6', 'Bf4', 'b6', 'e3', 'Bb7', 'Nd2', 'd6', 'Ngf3', 'Nbd7']",Indian Defense
2327,2327,1-0,"['d4', 'Nf6', 'e3', 'e6', 'Bd3', 'd5', 'f4', 'Be7', 'Nd2', 'c5']",Indian Defense
2313,2349,1-0,"['d4', 'Nf6', 'c3', 'g6', 'Nf3', 'Bg7', 'Bg5', 'O-O', 'Bh4', 'c5']",Indian Defense
2229,2231,0-1,"['d4', 'Nf6', 'Nc3', 'g6', 'e4', 'Bg7', 'e5', 'Ng8', 'Nf3', 'd6']",Indian Defense
2240,2331,0-1,"['d4', 'Nf6', 'e3', 'd5', 'Ne2', 'e6', 'b3', 'Bd6', 'Bb2', 'O-O']",Indian Defense
2055,2020,1-0,"['d4', 'Nf6', 'Bf4', 'b6', 'e3', 'Bb7', 'Nf3', 'd6', 'Bd3', 'h6']",Indian Defense
2035,2005,1-0,"['d4', 'Nf6', 'Bf4', 'd6', 'e3', 'Nbd7', 'c3', 'c6', 'Nf3', 'Qc7']",Indian Defense
1813,1803,1-0,"['d4', 'Nf6', 'Bf4', 'g6', 'Nc3', 'Bg7', 'e4', 'd6', 'e5', 'dxe5']",Indian Defense
2095,2087,1/2-1/2,"['d4', 'Nf6', 'Bf4', 'g6', 'Nc3', 'd6', 'f3', 'c6', 'Qd2', 'Bg7']",Indian Defense
2111,2151,1-0,"['d4', 'Nf6', 'Bf4', 'c5', 'd5', 'd6', 'c4', 'Bf5', 'Nc3', 'g6']",Indian Defense
1854,1891,0-1,"['d4', 'Nf6', 'e3', 'd5', 'Nf3', 'Bg4', 'Be2', 'e6', 'b3', 'c5']",Indian Defense
1843,1833,1-0,"['d4', 'Nf6', 'Nc3', 'e6', 'e4', 'd6', 'Bg5', 'Be7', 'Bd3', 'O-O']",Indian Defense
1962,1955,0-1,"['d4', 'Nf6', 'e3', 'e5', 'Bd3', 'exd4', 'exd4', 'd5', 'c3', 'c5']",Indian Defense
1905,1886,0-1,"['d4', 'Nf6', 'Nc3', 'g6', 'Bg5', 'Bg7', 'e4', 'd6', 'f4', 'O-O']",Indian Defense
2092,2165,0-1,"['d4', 'Nf6', 'Bf4', 'd5', 'e3', 'Nc6', 'Nf3', 'Bg4', 'Nbd2', 'e6']",Indian Defense
2113,2184,0-1,"['d4', 'Nf6', 'Bf4', 'd6', 'Nf3', 'g6', 'e3', 'Bg7', 'Bd3', 'O-O']",Indian Defense
2182,2179,1-0,"['d4', 'Nf6', 'e3', 'd6', 'b3', 'Nbd7', 'Bb2', 'c5', 'Nf3', 'g6']",Indian Defense
1940,2049,1-0,"['d4', 'Nf6', 'e3', 'c5', 'c3', 'd5', 'Bd3', 'Nc6', 'f4', 'Bg4']",Indian Defense
2167,2104,1-0,"['d4', 'Nf6', 'e3', 'g6', 'Be2', 'Bg7', 'f4', 'O-O', 'Nf3', 'c5']",Indian Defense
2287,1918,1-0,"['d4', 'Nf6', 'Bf4', 'g6', 'Nc3', 'Bg7', 'e4', 'O-O', 'e5', 'Ne8']",Indian Defense
2030,2015,1-0,"['d4', 'Nf6', 'Bf4', 'c5', 'e3', 'e6', 'c3', 'Qb6', 'Qb3', 'Qxb3']",Indian Defense
2246,2298,1-0,"['d4', 'Nf6', 'Bf4', 'g6', 'Nc3', 'd5', 'f3', 'a6', 'e4', 'dxe4']",Indian Defense
2100,2123,1-0,"['d4', 'Nf6', 'Bf4', 'g6', 'Nc3', 'd5', 'e3', 'Bg7', 'h4', 'O-O']",Indian Defense
2189,2196,0-1,"['d4', 'Nf6', 'Bf4', 'g6', 'Nc3', 'd5', 'Qd2', 'Bg7', 'Bh6', 'O-O']",Indian Defense
2221,2214,0-1,"['d4', 'Nf6', 'Bf4', 'g6', 'Nf3', 'Bg7', 'Nc3', 'O-O', 'e4', 'd6']",Indian Defense
1923,2025,0-1,"['d4', 'Nf6', 'a3', 'e6', 'e3', 'd5', 'Nf3', 'c5', 'c4', 'Nc6']",Indian Defense
2309,2290,1-0,"['d4', 'Nf6', 'e3', 'g6', 'f4', 'Bg7', 'Nf3', 'd6', 'Bc4', 'O-O']",Indian Defense
2094,2083,1-0,"['d4', 'Nf6', 'e3', 'c6', 'f4', 'd5', 'Nf3', 'Bf5', 'Bd3', 'Bxd3']",Indian Defense
1945,1893,0-1,"['d4', 'Nf6', 'c3', 'e6', 'Nf3', 'b6', 'g3', 'Bb7', 'Bg2', 'Nc6']",Indian Defense
1959,1913,1-0,"['d4', 'Nf6', 'Bf4', 'd5', 'e3', 'c5', 'Nd2', 'Nc6', 'c3', 'Qb6']",Indian Defense
