WhiteElo,BlackElo,Result,Moves,OpeningName
2034,2002,0-1,"['e4', 'g6', 'Nf3', 'Bg7', 'd4', 'd6', 'Bd3', 'Nc6', 'c3', 'Nf6']",Modern Defense
2134,2106,1-0,"['e4', 'g6', 'd4', 'Bg7', 'Be3', 'e6', 'Bd3', 'Ne7', 'Ne2', 'O-O']",Modern Defense
1816,1903,0-1,"['e4', 'g6', 'Nf3', 'Bg7', 'd4', 'd6', 'Nbd2', 'Nf6', 'Bc4', 'O-O']",Modern Defense
1879,1898,1-0,"['e4', 'g6', 'Nf3', 'Bg7', 'e5', 'd6', 'exd6', 'Qxd6', 'd4', 'Nc6']",Modern Defense
2143,2124,1/2-1/2,"['e4', 'g6', 'd3', 'Bg7', 'd4', 'd6', 'c4', 'e6', 'Nc3', 'Nd7']",Modern Defense
1971,2083,1-0,"['d4', 'g6', 'c4', 'Bg7', 'Nc3', 'd6', 'Nf3', 'Nd7', 'e4', 'e5']",Modern Defense
2105,2083,1-0,"['e4', 'g6', 'd3', 'Bg7', 'Nc3', 'Nc6', 'f4', 'e6', 'Nf3', 'd6']",Modern Defense
2025,1995,1-0,"['e4', 'g6', 'Nf3', 'Bg7', 'd4', 'c5', 'Bd3', 'cxd4', 'Bf4', 'Nc6']",Modern Defense
2112,2098,0-1,"['e4', 'g6', 'f4', 'Bg7', 'Nf3', 'e6', 'Bc4', 'Ne7', 'f5', 'd5']",Modern Defense
2598,2574,0-1,"['e4', 'g6', 'Nf3', 'Bg7', 'Nc3', 'e6', 'Bc4', 'Ne7', 'Bb3', 'd5']",Modern Defense
1907,1885,1-0,"['e4', 'g6', 'Nc3', 'Bg7', 'f4', 'd6', 'Nf3', 'f5', 'e5', 'dxe5']",Modern Defense
1821,1820,0-1,"['e4', 'g6', 'Nf3', 'Bg7', 'e5', 'd6', 'Qe2', 'Nh6', 'd4', 'O-O']",Modern Defense
1833,1822,0-1,"['e4', 'g6', 'f4', 'b6', 'Nf3', 'Bb7', 'Nc3', 'Bg7', 'd4', 'a6']",Modern Defense
2294,2313,0-1,"['e4', 'g6', 'Nc3', 'Bg7', 'd4', 'd6', 'Be3', 'e5', 'd5', 'f5']",Modern Defense
2037,2009,1-0,"['e4', 'g6', 'Nf3', 'Bg7', 'd4', 'e6', 'Nc3', 'Ne7', 'Bd3', 'O-O']",Modern Defense
1805,1903,1-0,"['e4', 'g6', 'Nf3', 'Bg7', 'd4', 'e6', 'Bd3', 'Ne7', 'c4', 'O-O']",Modern Defense
2078,1925,1-0,"['e4', 'g6', 'f4', 'Bg7', 'd4', 'e6', 'Nf3', 'Nc6', 'c4', 'Nge7']",Modern Defense
1877,1858,1-0,"['e4', 'g6', 'd3', 'Bg7', 'Be2', 'e6', 'Bf3', 'h6', 'Ne2', 'Ne7']",Modern Defense
1847,1827,1-0,"['e4', 'g6', 'd3', 'Bg7', 'Be2', 'e6', 'Bf3', 'Ne7', 'Nc3', 'O-O']",Modern Defense
2330,2268,1-0,"['e4', 'g6', 'd4', 'Bg7', 'c3', 'Nf6', 'Bd3', 'O-O', 'e5', 'Ne8']",Modern Defense
1963,2033,0-1,"['e4', 'g6', 'Nc3', 'Bg7', 'Nf3', 'd5', 'exd5', 'Nf6', 'd4', 'O-O']",Modern Defense
2596,2789,0-1,"['e4', 'g6', 'd4', 'Bg7', 'c3', 'c6', 'Bd3', 'd5', 'Nf3', 'dxe4']",Modern Defense
2149,2164,1-0,"['e4', 'g6', 'd4', 'Bg7', 'Nf3', 'd6', 'Be3', 'Nf6', 'Nc3', 'Ng4']",Modern Defense
2384,2351,1-0,"['e4', 'g6', 'Nf3', 'Bg7', 'd4', 'c5', 'Be3', 'cxd4', 'Bxd4', 'Bxd4']",Modern Defense
1994,1986,1-0,"['e4', 'g6', 'd3', 'Bg7', 'Nc3', 'e6', 'Nf3', 'Ne7', 'Bg5', 'h6']",Modern Defense
2048,2019,0-1,"['e4', 'g6', 'Nf3', 'Bg7', 'Bc4', 'b6', 'c3', 'e6', 'O-O', 'Ne7']",Modern Defense
1984,2011,0-1,"['e4', 'g6', 'Nf3', 'Bg7', 'Bc4', 'e6', 'd3', 'd5', 'exd5', 'exd5']",Modern Defense
1800,1832,0-1,"['e4', 'g6', 'd4', 'Bg7', 'e5', 'e6', 'Nf3', 'Ne7', 'Bg5', 'h6']",Modern Defense
1967,1903,1-0,"['e4', 'g6', 'Nf3', 'Bg7', 'd4', 'd6', 'Nc3', 'Bg4', 'h3', 'Bxf3']",Modern Defense
2041,1952,0-1,"['e4', 'g6', 'Nf3', 'Bg7', 'd4', 'h6', 'Nc3', 'd6', 'Be3', 'e6']",Modern Defense
2020,1962,1-0,"['e4', 'g6', 'Nf3', 'Bg7', 'd4', 'd6', 'e5', 'dxe5', 'dxe5', 'Qxd1+']",Modern Defense
1810,1814,1-0,"['e4', 'g6', 'Nf3', 'Bg7', 'Bc4', 'e6', 'Nc3', 'Ne7', 'd3', 'c6']",Modern Defense
1839,1814,1-0,"['e4', 'g6', 'd4', 'Bg7', 'c3', 'd6', 'Be3', 'a6', 'Nf3', 'Nf6']",Modern Defense
1939,1890,0-1,"['e4', 'g6', 'Nc3', 'Bg7', 'Nf3', 'd6', 'd4', 'Bd7', 'Be3', 'a6']",Modern Defense
1843,1899,1-0,"['d4', 'g6', 'c4', 'Bg7', 'Nc3', 'd6', 'Nf3', 'Nf6', 'e4', 'O-O']",Modern Defense
2266,2104,1-0,"['e4', 'g6', 'd4', 'Bg7', 'Nf3', 'd6', 'Bc4', 'Nd7', 'Bxf7+', 'Kxf7']",Modern Defense
1845,1842,1-0,"['e4', 'g6', 'Bc4', 'Bg7', 'd3', 'd6', 'Ne2', 'Nf6', 'Nbc3', 'O-O']",Modern Defense
1898,1914,0-1,"['e4', 'g6', 'f4', 'Bg7', 'Nf3', 'd6', 'd4', 'c5', 'dxc5', 'Qa5+']",Modern Defense
2153,2173,0-1,"['e4', 'g6', 'd4', 'Bg7', 'c3', 'd6', 'Be3', 'b6', 'Nd2', 'c5']",Modern Defense
2050,2058,0-1,"['e4', 'g6', 'd4', 'Bg7', 'e5', 'c6', 'Nc3', 'Qb6', 'Be3', 'Qxb2']",Modern Defense
2204,2222,0-1,"['e4', 'g6', 'Nc3', 'Bg7', 'Nf3', 'd6', 'h4', 'Nf6', 'd4', 'Nbd7']",Modern Defense
2214,2199,0-1,"['e4', 'g6', 'Bc4', 'Bg7', 'Bxf7+', 'Kxf7', 'd4', 'e6', 'e5', 'Ne7']",Modern Defense
2206,2207,0-1,"['e4', 'g6', 'd4', 'Bg7', 'c3', 'e5', 'd5', 'd6', 'f4', 'Ne7']",Modern Defense
1956,2100,1-0,"['e4', 'g6', 'f4', 'Bg7', 'Nf3', 'd5', 'e5', 'Bg4', 'd4', 'Nd7']",Modern Defense
2045,2010,1-0,"['e4', 'g6', 'd4', 'Bg7', 'Bg5', 'h6', 'Bf4', 'g5', 'f3', 'd5']",Modern Defense
1929,1978,1-0,"['e4', 'g6', 'd4', 'Bg7', 'Nf3', 'c6', 'c3', 'd6', 'Bf4', 'Qb6']",Modern Defense
2040,2044,1-0,"['e4', 'g6', 'Nf3', 'Bg7', 'd3', 'Nf6', 'Nc3', 'O-O', 'Be3', 'd5']",Modern Defense
2012,1990,1-0,"['e4', 'g6', 'd4', 'Bg7', 'Be3', 'c5', 'c3', 'cxd4', 'cxd4', 'd5']",Modern Defense
1839,1856,1-0,"['e4', 'g6', 'Nf3', 'Bg7', 'd4', 'd6', 'Be3', 'Nc6', 'c3', 'e5']",Modern Defense
1878,1950,1-0,"['e4', 'g6', 'f4', 'Bg7', 'Nf3', 'd6', 'd4', 'Nf6', 'Bd3', 'Bg4']",Modern Defense
2439,2415,0-1,"['e4', 'g6', 'd4', 'Bg7', 'Nf3', 'd6', 'Nc3', 'Nf6', 'Be3', 'O-O']",Modern Defense
2135,2129,1-0,"['e4', 'g6', 'd4', 'Bg7', 'Nf3', 'd6', 'Be3', 'Nf6', 'Nbd2', 'Ng4']",Modern Defense
2130,2291,0-1,"['e4', 'g6', 'c4', 'Bg7', 'Nc3', 'd6', 'd4', 'Nc6', 'Be3', 'Nf6']",Modern Defense
2086,2126,1-0,"['e4', 'g6', 'Nc3', 'Bg7', 'f4', 'd6', 'Nf3', 'c5', 'd3', 'Nf6']",Modern Defense
1962,1916,0-1,"['e4', 'g6', 'f4', 'Bg7', 'Nf3', 'b6', 'Bc4', 'Bb7', 'd3', 'e6']",Modern Defense
1950,1963,0-1,"['e4', 'g6', 'Nf3', 'Bg7', 'd4', 'd6', 'c4', 'Nd7', 'Nc3', 'c5']",Modern Defense
2233,2169,1-0,"['e4', 'g6', 'd4', 'Bg7', 'Be3', 'Nf6', 'Nc3', 'd5', 'e5', 'Ne4']",Modern Defense
2053,2023,1-0,"['e4', 'g6', 'Nf3', 'Bg7', 'd4', 'b6', 'Bd3', 'Bb7', 'c3', 'e6']",Modern Defense
2015,2080,1-0,"['e4', 'g6', 'h4', 'Bg7', 'h5', 'e6', 'd4', 'Ne7', 'h6', 'Bf8']",Modern Defense
2031,2005,0-1,"['e4', 'g6', 'd4', 'Bg7', 'e5', 'd6', 'f4', 'dxe5', 'fxe5', 'Nc6']",Modern Defense
2141,2189,1-0,"['e4', 'g6', 'd4', 'Bg7', 'Nf3', 'c5', 'Be3', 'cxd4', 'Bxd4', 'Nf6']",Modern Defense
2030,1992,0-1,"['e4', 'g6', 'Nf3', 'Bg7', 'd4', 'c5', 'dxc5', 'Qa5+', 'c3', 'Qxc5']",Modern Defense
1994,2051,1-0,"['e4', 'g6', 'Nf3', 'Bg7', 'h4', 'd6', 'h5', 'h6', 'hxg6', 'fxg6']",Modern Defense
1943,1873,1-0,"['e4', 'g6', 'Nf3', 'Bg7', 'd4', 'd6', 'Be3', 'f5', 'Nc3', 'fxe4']",Modern Defense
1919,1959,1-0,"['e4', 'g6', 'f4', 'Bg7', 'd4', 'h6', 'Nf3', 'd6', 'h4', 'e6']",Modern Defense
2301,2116,1-0,"['e4', 'g6', 'Nf3', 'Bg7', 'd4', 'd6', 'c3', 'a6', 'Bc4', 'b6']",Modern Defense
2604,2621,0-1,"['e4', 'g6', 'g3', 'Bg7', 'Bg2', 'c5', 'Nc3', 'Nc6', 'Nge2', 'Rb8']",Modern Defense
1916,1903,1-0,"['e4', 'g6', 'd4', 'd6', 'Nf3', 'Bg7', 'Nc3', 'Nf6', 'Bg5', 'Nbd7']",Modern Defense
1851,1917,1-0,"['e4', 'g6', 'Nh3', 'Bg7', 'Nf4', 'e5', 'Ne2', 'Nf6', 'Ng3', 'd5']",Modern Defense
2303,2345,0-1,"['e4', 'g6', 'f4', 'Bg7', 'Nf3', 'c5', 'Bc4', 'Nc6', 'd3', 'd6']",Modern Defense
1871,1932,0-1,"['e4', 'g6', 'Nf3', 'Bg7', 'd4', 'Nf6', 'Bd3', 'c6', 'c4', 'd6']",Modern Defense
2068,2082,1-0,"['e4', 'g6', 'Nf3', 'Bg7', 'd4', 'e6', 'Bd3', 'Ne7', 'O-O', 'd5']",Modern Defense
1918,1892,0-1,"['e4', 'g6', 'd4', 'Bg7', 'e5', 'e6', 'f4', 'd5', 'Nf3', 'Ne7']",Modern Defense
1891,1884,0-1,"['e4', 'g6', 'd4', 'Bg7', 'Nf3', 'e6', 'Bd3', 'Ne7', 'h4', 'd5']",Modern Defense
1833,1810,1-0,"['e4', 'g6', 'Nc3', 'Bg7', 'd4', 'e6', 'e5', 'Ne7', 'f4', 'O-O']",Modern Defense
2529,2041,1/2-1/2,"['e4', 'g6', 'd4', 'Bg7', 'c3', 'Nc6', 'Nf3', 'd5', 'exd5', 'Qxd5']",Modern Defense
1874,1859,0-1,"['e4', 'g6', 'd4', 'Bg7', 'Nf3', 'd5', 'exd5', 'Qxd5', 'h3', 'Nc6']",Modern Defense
1913,2036,0-1,"['e4', 'g6', 'Nf3', 'Bg7', 'd4', 'd5', 'e5', 'c5', 'Bb5+', 'Nc6']",Modern Defense
1818,1825,0-1,"['e4', 'g6', 'd4', 'Bg7', 'c4', 'd6', 'Nf3', 'Nf6', 'Bd3', 'O-O']",Modern Defense
2157,2233,1-0,"['e4', 'g6', 'Nf3', 'Bg7', 'd4', 'd6', 'Nc3', 'Nd7', 'Be3', 'e5']",Modern Defense
2032,2006,0-1,"['e4', 'g6', 'Nf3', 'Bg7', 'd4', 'e6', 'e5', 'Ne7', 'c4', 'd6']",Modern Defense
2317,2269,0-1,"['e4', 'g6', 'Nf3', 'Bg7', 'd4', 'c6', 'Nc3', 'd5', 'h3', 'dxe4']",Modern Defense
2127,2043,1-0,"['e4', 'g6', 'd4', 'd6', 'c4', 'Bg7', 'Nc3', 'Nf6', 'Nf3', 'O-O']",Modern Defense
2506,2571,0-1,"['e4', 'g6', 'd4', 'd6', 'c3', 'a6', 'Nd2', 'Nf6', 'Bd3', 'Bg7']",Modern Defense
1927,1898,0-1,"['e4', 'g6', 'Nf3', 'Bg7', 'Bc4', 'd6', 'Nc3', 'Nf6', 'O-O', 'O-O']",Modern Defense
2039,2075,0-1,"['e4', 'g6', 'Nf3', 'Bg7', 'd4', 'e6', 'e5', 'Ne7', 'Bg5', 'O-O']",Modern Defense
1911,1963,0-1,"['e4', 'g6', 'Nc3', 'd6', 'd3', 'Bg7', 'f4', 'Nf6', 'Nf3', 'O-O']",Modern Defense
1873,2423,0-1,"['e4', 'g6', 'Nf3', 'Bg7', 'c3', 'd6', 'd4', 'Nf6', 'Bd3', 'O-O']",Modern Defense
2119,2066,1-0,"['d4', 'g6', 'c4', 'Bg7', 'Nc3', 'd6', 'Nf3', 'Nf6', 'Bg5', 'O-O']",Modern Defense
2006,2033,0-1,"['e4', 'g6', 'd4', 'Bg7', 'Be3', 'd6', 'Qd2', 'Nf6', 'Bh6', 'Ng4']",Modern Defense
2394,2422,1-0,"['e4', 'g6', 'Nf3', 'Bg7', 'd4', 'd6', 'h3', 'Nc6', 'c3', 'e5']",Modern Defense
2284,2289,0-1,"['e4', 'g6', 'd4', 'Bg7', 'c4', 'b6', 'Ne2', 'Bb7', 'f3', 'e6']",Modern Defense
2020,2080,0-1,"['e4', 'g6', 'Nf3', 'Bg7', 'd4', 'e6', 'Be2', 'Ne7', 'O-O', 'O-O']",Modern Defense
1935,1963,1-0,"['e4', 'g6', 'Nc3', 'Bg7', 'f4', 'd6', 'Nf3', 'Nd7', 'e5', 'dxe5']",Modern Defense
1812,1876,1-0,"['e4', 'g6', 'g3', 'Bg7', 'Bg2', 'd6', 'd4', 'Nc6', 'c3', 'e6']",Modern Defense
2046,2046,1-0,"['e4', 'g6', 'd4', 'Bg7', 'Nf3', 'e6', 'Bc4', 'Ne7', 'O-O', 'd5']",Modern Defense
2490,2509,0-1,"['e4', 'g6', 'Nc3', 'Bg7', 'Bc4', 'c5', 'Nf3', 'Nc6', 'd4', 'cxd4']",Modern Defense
1845,1817,1-0,"['e4', 'g6', 'd4', 'Bg7', 'c3', 'd6', 'Be2', 'Nf6', 'Qd3', 'O-O']",Modern Defense
1874,1874,0-1,"['e4', 'g6', 'd4', 'Bg7', 'Nf3', 'd6', 'Be3', 'f5', 'Qd2', 'fxe4']",Modern Defense
1884,1901,1-0,"['e4', 'g6', 'h4', 'Bg7', 'h5', 'e5', 'Bc4', 'c6', 'Nc3', 'Qg5']",Modern Defense
2159,2231,0-1,"['e4', 'g6', 'd4', 'Bg7', 'h4', 'd6', 'h5', 'gxh5', 'Nc3', 'Nf6']",Modern Defense
1843,1920,0-1,"['e4', 'g6', 'Nf3', 'Bg7', 'c3', 'd6', 'd4', 'Nd7', 'Bc4', 'e5']",Modern Defense
2225,2046,1/2-1/2,"['e4', 'g6', 'd4', 'Bg7', 'Nf3', 'd6', 'Bc4', 'e6', 'c3', 'Ne7']",Modern Defense
2002,2061,0-1,"['e4', 'g6', 'd4', 'Bg7', 'Nf3', 'd6', 'Nc3', 'c6', 'Be3', 'Nf6']",Modern Defense
1892,1849,0-1,"['e4', 'g6', 'Bc4', 'Bg7', 'd3', 'e6', 'c3', 'd6', 'h3', 'Nf6']",Modern Defense
1819,1825,0-1,"['e4', 'g6', 'Nc3', 'Bg7', 'Nf3', 'd6', 'd4', 'Nf6', 'Be3', 'O-O']",Modern Defense
1831,1837,1-0,"['e4', 'g6', 'Nf3', 'Bg7', 'd4', 'd6', 'Be3', 'Nf6', 'Nc3', 'O-O']",Modern Defense
2008,1939,1-0,"['e4', 'g6', 'd4', 'Bg7', 'c4', 'e6', 'Nc3', 'Ne7', 'Bf4', 'b6']",Modern Defense
2258,2260,1-0,"['e4', 'g6', 'd4', 'Bg7', 'Be3', 'c5', 'Nc3', 'Nc6', 'dxc5', 'Bxc3+']",Modern Defense
2159,2275,1-0,"['e4', 'g6', 'Nc3', 'Bg7', 'Nf3', 'e6', 'd4', 'Ne7', 'Be3', 'O-O']",Modern Defense
1880,1884,1-0,"['d4', 'g6', 'c4', 'Bg7', 'Nc3', 'd6', 'Nf3', 'Bd7', 'e4', 'Nc6']",Modern Defense
1802,1809,0-1,"['e4', 'g6', 'Nf3', 'Bg7', 'd4', 'd6', 'Bd3', 'Nf6', 'c3', 'O-O']",Modern Defense
1935,1991,1-0,"['e4', 'g6', 'Nf3', 'Bg7', 'd4', 'e6', 'c3', 'Ne7', 'Bc4', 'd5']",Modern Defense
2176,2215,1-0,"['e4', 'g6', 'd4', 'Bg7', 'c3', 'd6', 'Bc4', 'c6', 'h3', 'f5']",Modern Defense
2110,2317,0-1,"['e4', 'g6', 'd3', 'Bg7', 'Nc3', 'd6', 'Nge2', 'c5', 'b3', 'Nc6']",Modern Defense
1913,1911,0-1,"['e4', 'g6', 'Nf3', 'Bg7', 'd4', 'd6', 'Be3', 'Nd7', 'Nc3', 'e5']",Modern Defense
1866,1880,1-0,"['d4', 'g6', 'c4', 'Bg7', 'Nc3', 'd6', 'Nf3', 'f5', 'Bg5', 'h6']",Modern Defense
2083,2034,0-1,"['e4', 'g6', 'd4', 'Bg7', 'e5', 'd6', 'f4', 'dxe5', 'fxe5', 'c6']",Modern Defense
1873,1937,0-1,"['e4', 'g6', 'f4', 'Bg7', 'd4', 'e6', 'Bd3', 'Ne7', 'c3', 'd5']",Modern Defense
2248,2309,0-1,"['e4', 'g6', 'Nc3', 'Bg7', 'f4', 'c5', 'Nf3', 'Nc6', 'Bc4', 'd6']",Modern Defense
2329,2305,0-1,"['e4', 'g6', 'Nf3', 'Bg7', 'c3', 'c5', 'd3', 'Nc6', 'Nbd2', 'd5']",Modern Defense
2397,2303,1-0,"['e4', 'g6', 'c3', 'Bg7', 'd4', 'd5', 'e5', 'c5', 'Be3', 'cxd4']",Modern Defense
1932,1969,0-1,"['e4', 'g6', 'd3', 'Bg7', 'c4', 'e6', 'Nc3', 'Ne7', 'Be2', 'Nbc6']",Modern Defense
1987,1968,1-0,"['e4', 'g6', 'd4', 'Bg7', 'c3', 'c6', 'f4', 'd6', 'Nf3', 'Nd7']",Modern Defense
2043,2006,1-0,"['e4', 'g6', 'd4', 'Bg7', 'Nf3', 'Nf6', 'Nc3', 'd6', 'h3', 'O-O']",Modern Defense
1816,1809,0-1,"['e4', 'g6', 'd4', 'e6', 'f4', 'c6', 'Nc3', 'h6', 'Bd3', 'd5']",Modern Defense
2294,2380,1-0,"['e4', 'g6', 'd4', 'Bg7', 'Be3', 'b6', 'f3', 'Bb7', 'Qd2', 'd6']",Modern Defense
2078,2135,1-0,"['e4', 'g6', 'd4', 'Bg7', 'c4', 'd6', 'Nc3', 'Nd7', 'h3', 'Ngf6']",Modern Defense
2023,1899,1/2-1/2,"['d4', 'g6', 'c4', 'Bg7', 'Nc3', 'd6', 'Nf3', 'Nc6', 'g3', 'Nf6']",Modern Defense
2042,2038,1-0,"['e4', 'g6', 'd4', 'Bg7', 'Be3', 'd6', 'Ne2', 'Nf6', 'Nbc3', 'b6']",Modern Defense
2048,2066,0-1,"['e4', 'g6', 'd4', 'Bg7', 'c4', 'd6', 'Nc3', 'Nf6', 'Nf3', 'O-O']",Modern Defense
2344,2284,1-0,"['e4', 'g6', 'd4', 'Bg7', 'c3', 'b6', 'f4', 'Bb7', 'Bd3', 'e6']",Modern Defense
1989,1873,0-1,"['e4', 'g6', 'Nf3', 'Bg7', 'd4', 'c6', 'Be3', 'Qc7', 'h3', 'Nf6']",Modern Defense
2118,2136,0-1,"['e4', 'g6', 'Bc4', 'Bg7', 'd4', 'e6', 'Nf3', 'Ne7', 'O-O', 'O-O']",Modern Defense
1954,1985,0-1,"['e4', 'g6', 'Nc3', 'Bg7', 'Nf3', 'c5', 'd3', 'Nc6', 'Bd2', 'd6']",Modern Defense
1940,1923,0-1,"['e4', 'g6', 'f4', 'Bg7', 'Nf3', 'c6', 'Bc4', 'd6', 'Nc3', 'Bg4']",Modern Defense
1880,1948,0-1,"['e4', 'g6', 'Nf3', 'Bg7', 'd4', 'd6', 'Bd3', 'Nf6', 'c3', 'Bg4']",Modern Defense
2089,2075,1-0,"['e4', 'g6', 'Nf3', 'Bg7', 'd4', 'c6', 'c3', 'd6', 'Bc4', 'Qb6']",Modern Defense
1851,1857,1-0,"['e4', 'g6', 'e5', 'Bg7', 'd4', 'd6', 'exd6', 'cxd6', 'Nf3', 'Nf6']",Modern Defense
2311,2314,0-1,"['e4', 'g6', 'd4', 'Bg7', 'Be3', 'c5', 'Nc3', 'cxd4', 'Bxd4', 'Nf6']",Modern Defense
2258,2421,0-1,"['e4', 'g6', 'Nc3', 'Bg7', 'Nf3', 'Nc6', 'd4', 'd6', 'Be3', 'e5']",Modern Defense
1982,1974,0-1,"['e4', 'g6', 'Bc4', 'Bg7', 'Nc3', 'e6', 'Bb3', 'Ne7', 'Nge2', 'b6']",Modern Defense
2425,2428,0-1,"['e4', 'g6', 'd4', 'Bg7', 'Nf3', 'd6', 'Bc4', 'Nf6', 'Nc3', 'O-O']",Modern Defense
2238,2135,0-1,"['e4', 'g6', 'd4', 'Bg7', 'f3', 'b6', 'Bc4', 'Bb7', 'Ne2', 'Nf6']",Modern Defense
1820,1827,1-0,"['e4', 'g6', 'd4', 'b6', 'Nf3', 'Bb7', 'Bd3', 'Bg7', 'Be3', 'a6']",Modern Defense
2121,1954,1-0,"['e4', 'g6', 'f4', 'Bg7', 'Nf3', 'd6', 'd4', 'a6', 'Nc3', 'Nd7']",Modern Defense
2263,2273,0-1,"['e4', 'g6', 'Nf3', 'Bg7', 'e5', 'e6', 'd4', 'Ne7', 'Bd3', 'O-O']",Modern Defense
1891,1903,1-0,"['e4', 'g6', 'd4', 'd6', 'Bc4', 'Bg7', 'Nf3', 'e6', 'Nc3', 'Nc6']",Modern Defense
2070,1988,1-0,"['e4', 'g6', 'd4', 'Bg7', 'Be3', 'd6', 'Bc4', 'e6', 'Nf3', 'Ne7']",Modern Defense
2278,1895,1-0,"['e4', 'g6', 'f4', 'Bg7', 'Nf3', 'Nc6', 'd4', 'd6', 'd5', 'Nb8']",Modern Defense
1895,1991,0-1,"['e4', 'g6', 'Nf3', 'Bg7', 'd4', 'c5', 'Be3', 'cxd4', 'Bxd4', 'e5']",Modern Defense
1990,2081,1/2-1/2,"['e4', 'g6', 'Nf3', 'Bg7', 'd4', 'd6', 'Be3', 'Nc6', 'Nc3', 'e6']",Modern Defense
2430,2399,0-1,"['e4', 'g6', 'd4', 'Bg7', 'Nf3', 'd6', 'Bc4', 'a6', 'Ng5', 'Nh6']",Modern Defense
2255,2300,0-1,"['e4', 'g6', 'd4', 'Bg7', 'Nf3', 'd6', 'Be3', 'a6', 'Nc3', 'e6']",Modern Defense
2023,2033,1-0,"['e4', 'g6', 'Nf3', 'Bg7', 'g3', 'Nf6', 'Bg2', 'O-O', 'O-O', 'd5']",Modern Defense
1984,1924,1-0,"['e4', 'g6', 'Nc3', 'Bg7', 'Nf3', 'e6', 'd4', 'Ne7', 'd5', 'O-O']",Modern Defense
2170,2156,0-1,"['e4', 'g6', 'd4', 'Bg7', 'Nf3', 'd6', 'Nc3', 'b6', 'Bc4', 'Bb7']",Modern Defense
2135,2190,0-1,"['e4', 'g6', 'd4', 'Bg7', 'Nf3', 'h6', 'Be3', 'd6', 'Bd3', 'Nc6']",Modern Defense
1827,1841,1/2-1/2,"['e4', 'g6', 'd4', 'Bg7', 'Nf3', 'd6', 'Bc4', 'Nc6', 'c3', 'e5']",Modern Defense
1837,2057,0-1,"['e4', 'g6', 'd4', 'Bg7', 'c3', 'e6', 'Bd3', 'Ne7', 'f4', 'h6']",Modern Defense
2379,2291,0-1,"['e4', 'g6', 'Bc4', 'Bg7', 'Ne2', 'b6', 'Nbc3', 'Bb7', 'd3', 'Nc6']",Modern Defense
1911,2389,0-1,"['e4', 'g6', 'Nc3', 'Bg7', 'Bc4', 'd6', 'd3', 'e5', 'Nge2', 'f5']",Modern Defense
2170,2066,0-1,"['e4', 'g6', 'd4', 'Bg7', 'c4', 'c5', 'd5', 'd6', 'Nc3', 'Nf6']",Modern Defense
2033,2019,1-0,"['e4', 'g6', 'Bc4', 'Bg7', 'Bxf7+', 'Kxf7', 'Nf3', 'd6', 'd4', 'Nf6']",Modern Defense
1971,2263,0-1,"['e4', 'g6', 'd3', 'Bg7', 'Nc3', 'Nf6', 'Be3', 'd6', 'd4', 'e5']",Modern Defense
2302,2158,0-1,"['e4', 'g6', 'Nf3', 'Bg7', 'd4', 'e6', 'Be3', 'Ne7', 'Nc3', 'O-O']",Modern Defense
1855,1963,1-0,"['e4', 'g6', 'd4', 'Bg7', 'c4', 'd6', 'Nc3', 'Nf6', 'Bg5', 'O-O']",Modern Defense
1990,1985,1-0,"['e4', 'g6', 'Nf3', 'Bg7', 'e5', 'h6', 'd4', 'e6', 'Be3', 'Ne7']",Modern Defense
1864,1823,0-1,"['e4', 'g6', 'Nf3', 'Bg7', 'd4', 'd6', 'Be3', 'Nf6', 'c3', 'O-O']",Modern Defense
1923,1975,0-1,"['e4', 'g6', 'Nf3', 'Bg7', 'd4', 'd6', 'Bd3', 'Nf6', 'O-O', 'O-O']",Modern Defense
2115,2086,0-1,"['e4', 'g6', 'Nf3', 'Bg7', 'd4', 'c6', 'Nc3', 'd5', 'exd5', 'cxd5']",Modern Defense
2128,2212,0-1,"['e4', 'g6', 'e5', 'Bg7', 'Nf3', 'd6', 'exd6', 'cxd6', 'd4', 'Nc6']",Modern Defense
2317,2359,1-0,"['e4', 'g6', 'd4', 'Bg7', 'c4', 'd6', 'Nc3', 'Nf6', 'f3', 'O-O']",Modern Defense
2110,2075,0-1,"['e4', 'g6', 'Nf3', 'Bg7', 'd4', 'c6', 'Be2', 'd6', 'Qd3', 'Qb6']",Modern Defense
2344,2417,0-1,"['e4', 'g6', 'Nf3', 'Bg7', 'Bc4', 'd6', 'Bb3', 'Nc6', 'Nc3', 'e5']",Modern Defense
1898,1897,0-1,"['e4', 'g6', 'Bc4', 'Bg7', 'd3', 'a6', 'Nf3', 'Nc6', 'a3', 'e6']",Modern Defense
2127,2245,1-0,"['e4', 'g6', 'Nf3', 'Bg7', 'Bc4', 'd6', 'c3', 'Nf6', 'e5', 'O-O']",Modern Defense
2300,2273,1-0,"['e4', 'g6', 'Nc3', 'Bg7', 'd3', 'b6', 'Nf3', 'Bb7', 'Bg5', 'h6']",Modern Defense
1929,1997,0-1,"['e4', 'g6', 'Nc3', 'Bg7', 'f4', 'e6', 'Nf3', 'Ne7', 'd4', 'd5']",Modern Defense
2098,2100,1-0,"['e4', 'g6', 'Nc3', 'Bg7', 'Nf3', 'd6', 'd4', 'Nc6', 'Be3', 'Bg4']",Modern Defense
1986,2423,0-1,"['e4', 'g6', 'Nc3', 'Bg7', 'd3', 'd6', 'f4', 'c5', 'Nf3', 'Nc6']",Modern Defense
