WhiteElo,BlackElo,Result,Moves,OpeningName
2125,2167,1-0,"['e4', 'd6', 'd4', 'g6', 'f4', 'Bg7', 'Nf3', 'Nf6', 'Bd3', 'O-O']",Pirc Defense
1899,1876,0-1,"['e4', 'd6', 'Nf3', 'Nf6', 'd3', 'g6', 'Nc3', 'Bg7', 'b3', 'c5']",Pirc Defense
2047,1915,1-0,"['e4', 'd6', 'Nf3', 'Nf6', 'Nc3', 'c6', 'd4', 'Qc7', 'e5', 'dxe5']",Pirc Defense
2638,2601,1-0,"['e4', 'd6', 'd4', 'Nf6', 'Nc3', 'e5', 'Nf3', 'Nbd7', 'Bc4', 'Be7']",Pirc Defense
1905,1926,0-1,"['e4', 'd6', 'Nf3', 'Nf6', 'd3', 'c6', 'Be2', 'e5', 'Nc3', 'Be6']",Pirc Defense
1958,1970,0-1,"['e4', 'd6', 'Bc4', 'c6', 'Nc3', 'b5', 'Bb3', 'e5', 'a3', 'a5']",Pirc Defense
2344,2292,1-0,"['e4', 'd6', 'Nf3', 'g6', 'd4', 'h6', 'Nc3', 'Bg7', 'Be3', 'e6']",Pirc Defense
1986,2007,1-0,"['e4', 'd6', 'd4', 'c6', 'c4', 'Nf6', 'Nc3', 'Qc7', 'Nf3', 'e5']",Pirc Defense
2066,2060,0-1,"['e4', 'd6', 'd4', 'e6', 'f4', 'Nd7', 'Nc3', 'c6', 'Nf3', 'Be7']",Pirc Defense
2055,1985,1-0,"['e4', 'd6', 'Nc3', 'e5', 'f4', 'Be7', 'Nf3', 'Nd7', 'Bc4', 'Ngf6']",Pirc Defense
2178,2152,0-1,"['e4', 'd6', 'Nc3', 'Nf6', 'd4', 'g6', 'Nf3', 'Bg7', 'Bd3', 'O-O']",Pirc Defense
2243,2357,0-1,"['e4', 'd6', 'd3', 'Nf6', 'Nc3', 'd5', 'f3', 'dxe4', 'fxe4', 'Nc6']",Pirc Defense
2792,2732,1-0,"['e4', 'd6', 'Nc3', 'Nd7', 'd4', 'c6', 'f4', 'e5', 'dxe5', 'dxe5']",Pirc Defense
1861,1881,1-0,"['e4', 'd6', 'Nf3', 'Nf6', 'e5', 'dxe5', 'Nxe5', 'Nbd7', 'f4', 'Nxe5']",Pirc Defense
2786,2599,1-0,"['e4', 'd6', 'Nc3', 'Nf6', 'd4', 'g6', 'f4', 'Bg7', 'Nf3', 'O-O']",Pirc Defense
2150,2145,1-0,"['e4', 'd6', 'Nf3', 'Nf6', 'Nc3', 'g6', 'h4', 'Bg7', 'd4', 'h5']",Pirc Defense
1986,1892,0-1,"['e4', 'd6', 'b3', 'Nf6', 'Nc3', 'Nbd7', 'Bb2', 'e5', 'f4', 'exf4']",Pirc Defense
2285,2317,0-1,"['e4', 'd6', 'e5', 'c6', 'f4', 'dxe5', 'fxe5', 'Qc7', 'Nf3', 'e6']",Pirc Defense
2270,2279,0-1,"['e4', 'd6', 'd4', 'Nf6', 'd5', 'Nxe4', 'Nc3', 'Nf6', 'Bc4', 'g6']",Pirc Defense
1888,1902,1-0,"['e4', 'd6', 'Qf3', 'Nf6', 'Bc4', 'g6', 'Qb3', 'e6', 'f3', 'Bg7']",Pirc Defense
2277,2309,0-1,"['e4', 'd6', 'd4', 'Nc6', 'Nf3', 'Bd7', 'Bc4', 'e5', 'c3', 'h6']",Pirc Defense
2010,1978,1-0,"['e4', 'd6', 'd4', 'e6', 'c4', 'Ne7', 'Nc3', 'a6', 'Nf3', 'h6']",Pirc Defense
1805,1827,0-1,"['e4', 'd6', 'Nf3', 'Nd7', 'c3', 'e5', 'd4', 'Be7', 'h3', 'Ngf6']",Pirc Defense
2208,2287,1-0,"['e4', 'd6', 'd4', 'Nf6', 'Nc3', 'c5', 'dxc5', 'Qa5', 'Bd2', 'Qxc5']",Pirc Defense
1810,1807,0-1,"['e4', 'd6', 'Bc4', 'e5', 'Qh5', 'Qd7', 'Nc3', 'Nf6', 'Qf3', 'Be7']",Pirc Defense
1945,2022,0-1,"['e4', 'd6', 'd4', 'g6', 'f4', 'Bg7', 'e5', 'Nc6', 'Nf3', 'dxe5']",Pirc Defense
1861,1897,0-1,"['e4', 'd6', 'Nf3', 'Nf6', 'Nc3', 'g6', 'd4', 'Bg7', 'Be3', 'O-O']",Pirc Defense
1959,2145,0-1,"['e4', 'd6', 'Nf3', 'Nf6', 'Nc3', 'c6', 'Bc4', 'b5', 'Bb3', 'b4']",Pirc Defense
2126,2217,0-1,"['e4', 'd6', 'Nf3', 'Bg4', 'Bc4', 'Nf6', 'd3', 'e6', 'O-O', 'c6']",Pirc Defense
2077,2054,0-1,"['e4', 'd6', 'd4', 'g6', 'f4', 'Bg7', 'Nf3', 'c6', 'h3', 'Nf6']",Pirc Defense
1973,1970,0-1,"['e4', 'd6', 'Nf3', 'Nf6', 'Nc3', 'e5', 'd4', 'Nbd7', 'dxe5', 'dxe5']",Pirc Defense
2194,2200,0-1,"['e4', 'd6', 'Nf3', 'e5', 'd4', 'Nc6', 'Bc4', 'exd4', 'c3', 'dxc3']",Pirc Defense
2476,2032,0-1,"['e4', 'd6', 'd4', 'Nc6', 'Bc4', 'e5', 'dxe5', 'Nxe5', 'Bb3', 'Be6']",Pirc Defense
1851,1866,1-0,"['e4', 'd6', 'Nf3', 'g6', 'd4', 'Bg7', 'c3', 'Bg4', 'Be3', 'Nf6']",Pirc Defense
1952,2118,0-1,"['e4', 'd6', 'Nf3', 'Nf6', 'Nc3', 'g6', 'Bc4', 'Bg7', 'd3', 'O-O']",Pirc Defense
2193,2221,1/2-1/2,"['e4', 'd6', 'd4', 'c6', 'c4', 'a6', 'Nc3', 'Qa5', 'Nf3', 'Bg4']",Pirc Defense
1872,2042,1-0,"['e4', 'd6', 'd4', 'c6', 'Be3', 'Nd7', 'Nc3', 'e5', 'Nf3', 'Ngf6']",Pirc Defense
2097,2085,1-0,"['e4', 'd6', 'Nc3', 'Nf6', 'Nf3', 'g6', 'd4', 'Bg7', 'Be3', 'O-O']",Pirc Defense
2034,1990,0-1,"['e4', 'd6', 'Nf3', 'Nf6', 'Nc3', 'g6', 'd4', 'Bg7', 'Bd3', 'Nc6']",Pirc Defense
2286,2252,1-0,"['e4', 'd6', 'Nf3', 'Nd7', 'Nc3', 'c6', 'd4', 'e5', 'Bc4', 'Be7']",Pirc Defense
1906,1932,0-1,"['e4', 'd6', 'Nc3', 'Nf6', 'f4', 'c6', 'd4', 'Qc7', 'Nf3', 'Nbd7']",Pirc Defense
1974,1975,1-0,"['e4', 'd6', 'd4', 'e6', 'f4', 'a6', 'Nf3', 'b6', 'Nc3', 'Nd7']",Pirc Defense
2204,2142,1-0,"['e4', 'd6', 'Nc3', 'Nf6', 'g3', 'g6', 'Bg2', 'Bg7', 'h3', 'e5']",Pirc Defense
2271,2279,0-1,"['e4', 'd6', 'd4', 'Nf6', 'd5', 'Nxe4', 'Bd3', 'Nf6', 'Nf3', 'Nbd7']",Pirc Defense
2211,2158,0-1,"['e4', 'd6', 'd4', 'g6', 'Nc3', 'Bg7', 'Bd3', 'Nf6', 'Nge2', 'O-O']",Pirc Defense
2050,2001,1-0,"['e4', 'd6', 'Nf3', 'c6', 'Bc4', 'e5', 'O-O', 'Be7', 'd4', 'Qc7']",Pirc Defense
2332,2242,0-1,"['e4', 'd6', 'Nc3', 'Nd7', 'd3', 'g6', 'Be2', 'Bg7', 'Nf3', 'Bxc3+']",Pirc Defense
1866,1833,0-1,"['e4', 'd6', 'd4', 'g6', 'c4', 'Bg7', 'Nc3', 'e6', 'Nf3', 'Ne7']",Pirc Defense
1989,2015,0-1,"['e4', 'd6', 'Nf3', 'g6', 'Bc4', 'Bg7', 'd4', 'e6', 'c3', 'Nd7']",Pirc Defense
1857,1971,1-0,"['e4', 'd6', 'd4', 'Nf6', 'Bd3', 'Nc6', 'c3', 'e5', 'Ne2', 'd5']",Pirc Defense
1919,1933,1-0,"['e4', 'd6', 'Nf3', 'e5', 'Bc4', 'Nc6', 'O-O', 'Be6', 'Bxe6', 'fxe6']",Pirc Defense
2207,2203,1-0,"['e4', 'd6', 'Nf3', 'Nf6', 'Nc3', 'g6', 'd4', 'Bg7', 'Bc4', 'O-O']",Pirc Defense
1997,2054,1/2-1/2,"['e4', 'd6', 'd4', 'g6', 'c4', 'Bg7', 'Nc3', 'Nf6', 'f3', 'c6']",Pirc Defense
2034,2041,0-1,"['e4', 'd6', 'Nf3', 'e5', 'Nc3', 'Bg4', 'd4', 'Nc6', 'dxe5', 'dxe5']",Pirc Defense
1926,1943,0-1,"['e4', 'd6', 'd4', 'Nf6', 'Nc3', 'e5', 'Nf3', 'Nbd7', 'Bc4', 'Be7']",Pirc Defense
2004,2004,0-1,"['e4', 'd6', 'Nc3', 'Nf6', 'Nge2', 'c6', 'g3', 'g6', 'Bg2', 'Bg7']",Pirc Defense
2753,2800,0-1,"['e4', 'd6', 'd4', 'g6', 'Nc3', 'Bg7', 'Be3', 'Nf6', 'Qd2', 'Ng4']",Pirc Defense
1908,1931,1-0,"['e4', 'd6', 'Nf3', 'c6', 'd4', 'Qc7', 'Be3', 'g6', 'Bd3', 'f6']",Pirc Defense
1921,1861,0-1,"['e4', 'd6', 'd4', 'Nf6', 'Nc3', 'e5', 'dxe5', 'dxe5', 'Qxd8+', 'Kxd8']",Pirc Defense
1823,1832,0-1,"['e4', 'd6', 'd4', 'Nf6', 'Bd3', 'e5', 'd5', 'Be7', 'h3', 'c6']",Pirc Defense
2083,2072,0-1,"['e4', 'd6', 'd4', 'e6', 'c4', 'g6', 'f3', 'Bg7', 'Be3', 'Ne7']",Pirc Defense
1908,1959,0-1,"['e4', 'd6', 'd4', 'Nf6', 'Bd3', 'e5', 'd5', 'a5', 'c4', 'Nbd7']",Pirc Defense
1933,1904,1-0,"['e4', 'd6', 'd4', 'c6', 'c4', 'Nd7', 'Nc3', 'c5', 'd5', 'Nb6']",Pirc Defense
1903,1922,1-0,"['e4', 'd6', 'd4', 'g6', 'Bd3', 'Bg7', 'c3', 'Nc6', 'Bg5', 'h6']",Pirc Defense
2284,2218,1-0,"['e4', 'd6', 'Nf3', 'Nf6', 'd4', 'Nxe4', 'Nc3', 'Nxf2', 'Kxf2', 'g6']",Pirc Defense
2256,2332,1-0,"['e4', 'd6', 'Nf3', 'c6', 'd4', 'Nd7', 'c4', 'Qc7', 'Nc3', 'e5']",Pirc Defense
1923,1965,1-0,"['e4', 'd6', 'Qe2', 'c6', 'd3', 'Nf6', 'g3', 'g6', 'Bg2', 'Bg7']",Pirc Defense
1835,2034,0-1,"['e4', 'd6', 'Nf3', 'g6', 'c3', 'Bg7', 'd4', 'Nf6', 'e5', 'dxe5']",Pirc Defense
1828,1859,1-0,"['e4', 'd6', 'Bc4', 'Nf6', 'Nc3', 'g6', 'd3', 'Bg7', 'Nf3', 'O-O']",Pirc Defense
2325,2268,1-0,"['e4', 'd6', 'Nf3', 'g6', 'Nc3', 'h6', 'd4', 'Bg7', 'Be3', 'e6']",Pirc Defense
1892,1911,0-1,"['e4', 'd6', 'Nf3', 'e5', 'd4', 'Nc6', 'dxe5', 'Bg4', 'exd6', 'Bxd6']",Pirc Defense
1807,1805,1-0,"['e4', 'd6', 'Nc3', 'Nf6', 'Nf3', 'g6', 'Bc4', 'Bg7', 'd3', 'O-O']",Pirc Defense
2150,2131,0-1,"['e4', 'd6', 'd4', 'g6', 'Bd3', 'Nf6', 'Nf3', 'Bg7', 'O-O', 'O-O']",Pirc Defense
1858,1830,1-0,"['e4', 'd6', 'd4', 'e6', 'Nc3', 'd5', 'exd5', 'exd5', 'Nf3', 'c6']",Pirc Defense
2260,2290,0-1,"['e4', 'd6', 'd4', 'Nf6', 'd5', 'Nxe4', 'Nc3', 'Nf6', 'Bb5+', 'Nbd7']",Pirc Defense
1940,1936,1-0,"['e4', 'd6', 'Bc4', 'c6', 'd3', 'e6', 'Nc3', 'Qd7', 'a3', 'b6']",Pirc Defense
2131,2060,0-1,"['e4', 'd6', 'd4', 'g6', 'Bc4', 'Bg7', 'f4', 'c6', 'Nf3', 'd5']",Pirc Defense
2006,2147,0-1,"['e4', 'd6', 'd4', 'Nf6', 'e5', 'dxe5', 'dxe5', 'Qxd1+', 'Kxd1', 'Nfd7']",Pirc Defense
2247,2168,1-0,"['e4', 'd6', 'd4', 'c5', 'c3', 'cxd4', 'cxd4', 'Nf6', 'Nc3', 'Nc6']",Pirc Defense
1830,1829,1/2-1/2,"['e4', 'd6', 'Nf3', 'Nf6', 'Nc3', 'g6', 'd4', 'Bg7', 'Be2', 'O-O']",Pirc Defense
2060,2078,0-1,"['e4', 'd6', 'd4', 'Nf6', 'Bd3', 'g6', 'e5', 'Bg7', 'exf6', 'exf6']",Pirc Defense
2098,1800,1-0,"['e4', 'd6', 'd4', 'Nf6', 'Bd3', 'g6', 'c4', 'Bg7', 'Nc3', 'c6']",Pirc Defense
1869,1859,1-0,"['e4', 'd6', 'Nc3', 'Nf6', 'h3', 'g6', 'Nf3', 'Bg7', 'Bc4', 'O-O']",Pirc Defense
2024,2055,0-1,"['e4', 'd6', 'd4', 'Nf6', 'Bd3', 'g6', 'Nf3', 'Bg4', 'O-O', 'Qd7']",Pirc Defense
2151,2133,1-0,"['e4', 'd6', 'Nc3', 'Nf6', 'g3', 'c6', 'Bg2', 'e5', 'd3', 'Be7']",Pirc Defense
2831,2604,1-0,"['e4', 'd6', 'Nf3', 'Nf6', 'Nc3', 'g6', 'd4', 'Bg7', 'h3', 'O-O']",Pirc Defense
1879,1873,0-1,"['e4', 'd6', 'Nf3', 'Nf6', 'd4', 'Nxe4', 'Bd3', 'Nf6', 'O-O', 'Bg4']",Pirc Defense
1953,1958,1-0,"['e4', 'd6', 'd4', 'f6', 'f4', 'h6', 'Nf3', 'g5', 'Bc4', 'e5']",Pirc Defense
2221,2194,1-0,"['e4', 'd6', 'd4', 'c6', 'Nc3', 'Nf6', 'f3', 'b5', 'Be3', 'a5']",Pirc Defense
2062,2090,0-1,"['e4', 'd6', 'Nf3', 'g6', 'd4', 'Bg7', 'Bd3', 'Nf6', 'O-O', 'O-O']",Pirc Defense
2053,2486,1-0,"['e4', 'd6', 'd4', 'Bg4', 'Qxg4', 'Nf6', 'Qd1', 'Qd7', 'Nc3', 'Qa4']",Pirc Defense
2199,2214,0-1,"['e4', 'd6', 'd4', 'c6', 'Nc3', 'Qa5', 'Nf3', 'Bg4', 'Be2', 'Bxf3']",Pirc Defense
1849,1857,0-1,"['e4', 'd6', 'd4', 'Nf6', 'Nc3', 'Nbd7', 'Nf3', 'e5', 'dxe5', 'dxe5']",Pirc Defense
2270,2319,0-1,"['e4', 'd6', 'Nf3', 'c6', 'd4', 'Nd7', 'c4', 'Qc7', 'Nc3', 'e5']",Pirc Defense
2012,2095,0-1,"['e4', 'd6', 'Bc4', 'e6', 'd4', 'Nd7', 'c3', 'Be7', 'Bd3', 'Ngf6']",Pirc Defense
2033,2033,0-1,"['e4', 'd6', 'd4', 'Nf6', 'Bd3', 'e5', 'c3', 'Be7', 'Nf3', 'O-O']",Pirc Defense
2105,2108,0-1,"['e4', 'd6', 'd4', 'Nf6', 'Bd3', 'Nfd7', 'Ne2', 'g6', 'O-O', 'Bg7']",Pirc Defense
2324,2298,1-0,"['e4', 'd6', 'Ne2', 'Nd7', 'd4', 'g6', 'Nd2', 'Bg7', 'g3', 'e5']",Pirc Defense
2096,2072,0-1,"['e4', 'd6', 'd4', 'g6', 'Nc3', 'Bg7', 'Nf3', 'b6', 'Be3', 'Bb7']",Pirc Defense
2026,2018,1-0,"['e4', 'd6', 'd4', 'Nf6', 'Bd3', 'e6', 'Be3', 'Be7', 'Nd2', 'O-O']",Pirc Defense
2233,2145,1-0,"['e4', 'd6', 'c4', 'Nf6', 'f3', 'g6', 'd4', 'Bg7', 'd5', 'O-O']",Pirc Defense
1990,2002,1-0,"['e4', 'd6', 'Nf3', 'Nf6', 'Bc4', 'Bg4', 'Qe2', 'Nbd7', 'd4', 'e5']",Pirc Defense
2295,2219,1-0,"['e4', 'd6', 'Nf3', 'Nf6', 'd4', 'Nxe4', 'Bd3', 'd5', 'Be3', 'Nc6']",Pirc Defense
1927,1909,0-1,"['e4', 'd6', 'd4', 'Nf6', 'Bd3', 'e5', 'c3', 'Bg4', 'f3', 'Bh5']",Pirc Defense
2158,2152,0-1,"['e4', 'd6', 'd4', 'Nf6', 'Nc3', 'g6', 'Be3', 'Bg7', 'Qd2', 'Ng4']",Pirc Defense
1958,1993,1-0,"['e4', 'd6', 'd3', 'Nf6', 'f4', 'c6', 'Nf3', 'Qb6', 'Be3', 'Ng4']",Pirc Defense
1852,1867,1-0,"['e4', 'd6', 'd4', 'Nf6', 'Bd3', 'g6', 'Be3', 'Bg7', 'Qf3', 'O-O']",Pirc Defense
1898,2043,0-1,"['e4', 'd6', 'Nc3', 'e5', 'Bc4', 'Nc6', 'd3', 'Nf6', 'Nge2', 'Be7']",Pirc Defense
1997,2011,1-0,"['e4', 'd6', 'Nf3', 'Nf6', 'Nc3', 'g6', 'd4', 'Bg7', 'Bc4', 'c6']",Pirc Defense
1993,1989,0-1,"['e4', 'd6', 'Nf3', 'e5', 'd4', 'f5', 'dxe5', 'fxe4', 'Nd4', 'dxe5']",Pirc Defense
1955,1958,0-1,"['e4', 'd6', 'Nc3', 'c6', 'f4', 'Nf6', 'Nf3', 'Qc7', 'Be2', 'h6']",Pirc Defense
2342,2333,0-1,"['e4', 'd6', 'Nc3', 'Nc6', 'f4', 'h6', 'Nf3', 'e5', 'd4', 'exf4']",Pirc Defense
2215,2136,1-0,"['e4', 'd6', 'Nc3', 'f5', 'exf5', 'Bxf5', 'Nf3', 'Qd7', 'd4', 'Nc6']",Pirc Defense
1937,2030,0-1,"['e4', 'd6', 'Bc4', 'g6', 'd4', 'Bg7', 'Nf3', 'Nf6', 'Nc3', 'O-O']",Pirc Defense
2118,2132,0-1,"['e4', 'd6', 'd4', 'a5', 'Bc4', 'Nf6', 'Nd2', 'g6', 'Ngf3', 'Bg7']",Pirc Defense
1865,1937,1-0,"['e4', 'd6', 'Nf3', 'Nf6', 'Nc3', 'c6', 'd4', 'Qc7', 'd5', 'e5']",Pirc Defense
2089,2090,1-0,"['e4', 'd6', 'Nc3', 'g6', 'Bc4', 'Bg7', 'Nf3', 'Nf6', 'd4', 'O-O']",Pirc Defense
2084,2002,1-0,"['e4', 'd6', 'Bc4', 'Nf6', 'Nc3', 'c6', 'a3', 'Bg4', 'f3', 'Bd7']",Pirc Defense
1943,1873,1-0,"['e4', 'd6', 'Bc4', 'e5', 'Qf3', 'Be6', 'Bxe6', 'fxe6', 'Ne2', 'Nf6']",Pirc Defense
1894,1841,1/2-1/2,"['e4', 'd6', 'c3', 'Nf6', 'Nf3', 'g6', 'Be2', 'Bg7', 'O-O', 'O-O']",Pirc Defense
2205,2187,0-1,"['e4', 'd6', 'Nf3', 'Nf6', 'Nc3', 'g6', 'd4', 'Bg7', 'Bd3', 'O-O']",Pirc Defense
1954,1928,1-0,"['e4', 'd6', 'd4', 'Nf6', 'Nc3', 'g6', 'Be3', 'Bg7', 'f3', 'O-O']",Pirc Defense
2004,2003,0-1,"['e4', 'd6', 'd4', 'c5', 'Nf3', 'cxd4', 'Nxd4', 'Nc6', 'Nxc6', 'bxc6']",Pirc Defense
1929,1958,0-1,"['e4', 'd6', 'd4', 'f6', 'Nc3', 'h6', 'Qh5+', 'Kd7', 'Bf4', 'Qe8']",Pirc Defense
2454,2426,0-1,"['e4', 'd6', 'Nc3', 'c6', 'd3', 'b5', 'f4', 'b4', 'Nf3', 'bxc3']",Pirc Defense
2041,2161,0-1,"['e4', 'd6', 'd4', 'c6', 'Nc3', 'Nf6', 'f4', 'g6', 'Nf3', 'Bg7']",Pirc Defense
2177,2160,0-1,"['e4', 'd6', 'Nc3', 'Nf6', 'd4', 'g6', 'Bd3', 'Bg7', 'Nge2', 'O-O']",Pirc Defense
2426,2400,0-1,"['e4', 'd6', 'Nc3', 'Nd7', 'Nf3', 'c5', 'd4', 'g6', 'Be3', 'cxd4']",Pirc Defense
1806,1804,0-1,"['e4', 'd6', 'Nf3', 'Nd7', 'd4', 'e5', 'd5', 'Nc5', 'Bd3', 'Nxd3+']",Pirc Defense
2147,1998,1-0,"['e4', 'd6', 'd3', 'Nf6', 'f3', 'c5', 'c3', 'e5', 'c4', 'Nc6']",Pirc Defense
2093,2079,0-1,"['e4', 'd6', 'd4', 'Nf6', 'Nc3', 'g6', 'Be3', 'Bg7', 'Qd2', 'Ng4']",Pirc Defense
2231,2234,0-1,"['e4', 'd6', 'c4', 'Nf6', 'd3', 'g6', 'Nc3', 'Bg7', 'Be3', 'O-O']",Pirc Defense
1810,2034,1-0,"['e4', 'd6', 'Nc3', 'g6', 'd4', 'Bg7', 'Be3', 'Nf6', 'Qd2', 'Ng4']",Pirc Defense
1994,2001,0-1,"['e4', 'd6', 'Nf3', 'Nf6', 'e5', 'Nbd7', 'exf6', 'gxf6', 'd4', 'e5']",Pirc Defense
1910,1984,0-1,"['e4', 'd6', 'd4', 'Kd7', 'Nc3', 'b6', 'f4', 'Kc6', 'Nf3', 'Kb7']",Pirc Defense
1959,1937,1-0,"['e4', 'd6', 'Bc4', 'Qd7', 'Bxf7+', 'Kxf7', 'f4', 'g6', 'Nf3', 'Kg7']",Pirc Defense
1965,1838,1-0,"['e4', 'd6', 'd4', 'e6', 'c4', 'Be7', 'Nf3', 'Nf6', 'Nc3', 'd5']",Pirc Defense
2262,2288,1-0,"['e4', 'd6', 'd4', 'Nf6', 'd5', 'Nxe4', 'Nf3', 'Nf6', 'Nc3', 'g6']",Pirc Defense
1960,1950,1-0,"['e4', 'd6', 'd4', 'e6', 'Nf3', 'Be7', 'Bd3', 'c6', 'e5', 'a6']",Pirc Defense
2091,2094,0-1,"['e4', 'd6', 'd4', 'Nf6', 'Bd3', 'Nbd7', 'Ne2', 'b6', 'O-O', 'c5']",Pirc Defense
1827,1808,1-0,"['e4', 'd6', 'Nf3', 'e5', 'd4', 'exd4', 'Nxd4', 'c5', 'Nb3', 'f5']",Pirc Defense
2185,2039,1-0,"['e4', 'd6', 'd4', 'g6', 'Bd3', 'a6', 'c3', 'Nd7', 'f4', 'b5']",Pirc Defense
1998,1987,0-1,"['e4', 'd6', 'Nc3', 'g6', 'g3', 'Bg7', 'Bg2', 'c6', 'Nge2', 'e6']",Pirc Defense
2426,2339,1-0,"['e4', 'd6', 'd4', 'g6', 'Nc3', 'Bg7', 'f3', 'Nf6', 'Be3', 'O-O']",Pirc Defense
2306,2328,1-0,"['e4', 'd6', 'd4', 'Nc6', 'Nc3', 'e5', 'Be3', 'Be7', 'Qd2', 'h6']",Pirc Defense
1826,1829,1-0,"['e4', 'd6', 'Bc4', 'Nf6', 'Qf3', 'Nbd7', 'Nc3', 'Ne5', 'Qe2', 'Nxc4']",Pirc Defense
2102,2035,1-0,"['e4', 'd6', 'd4', 'g6', 'c4', 'Bg7', 'Nc3', 'Nf6', 'Nf3', 'O-O']",Pirc Defense
1885,1920,0-1,"['e4', 'd6', 'Nf3', 'e5', 'd3', 'Bg4', 'Be2', 'Nc6', 'O-O', 'Nf6']",Pirc Defense
2150,2135,1-0,"['e4', 'd6', 'd4', 'g6', 'Nc3', 'Bg7', 'Be3', 'c6', 'Qd2', 'Nf6']",Pirc Defense
1830,1807,0-1,"['e4', 'd6', 'Nf3', 'c6', 'd4', 'd5', 'e5', 'Bf5', 'Bd3', 'Bxd3']",Pirc Defense
2244,2220,1-0,"['e4', 'd6', 'Nf3', 'Nf6', 'd4', 'Nxe4', 'Bd3', 'Nxf2', 'Kxf2', 'g6']",Pirc Defense
1893,1895,1-0,"['e4', 'd6', 'd4', 'g6', 'f4', 'Bg7', 'Nf3', 'c5', 'd5', 'a6']",Pirc Defense
2047,2060,1-0,"['e4', 'd6', 'd4', 'g6', 'Nc3', 'Bg7', 'f4', 'Nf6', 'Nf3', 'Bg4']",Pirc Defense
1996,1995,1-0,"['e4', 'd6', 'd4', 'Nf6', 'Nc3', 'g6', 'Be3', 'Bg7', 'f3', 'Nc6']",Pirc Defense
2331,2195,1-0,"['e4', 'd6', 'd4', 'Nf6', 'Nc3', 'g6', 'Bd3', 'Bg7', 'Be3', 'O-O']",Pirc Defense
1969,2013,1-0,"['e4', 'd6', 'Nf3', 'c6', 'Bc4', 'Qa5', 'Nc3', 'e5', 'd3', 'Bg4']",Pirc Defense
1929,1936,0-1,"['e4', 'd6', 'd4', 'Nf6', 'Nc3', 'Nbd7', 'Bg5', 'e5', 'Nd5', 'Be7']",Pirc Defense
2666,2531,0-1,"['e4', 'd6', 'Nf3', 'Nf6', 'Nc3', 'g6', 'd4', 'c6', 'Bc4', 'b5']",Pirc Defense
1985,2168,1-0,"['e4', 'd6', 'Bc4', 'e6', 'c3', 'c5', 'd4', 'cxd4', 'cxd4', 'Nf6']",Pirc Defense
2043,2032,0-1,"['e4', 'd6', 'd4', 'g6', 'c4', 'Bg7', 'Nc3', 'Nc6', 'Nf3', 'e5']",Pirc Defense
2142,1873,1-0,"['e4', 'd6', 'Nf3', 'g6', 'd4', 'Bg7', 'Bc4', 'Nf6', 'Nc3', 'O-O']",Pirc Defense
2350,2434,0-1,"['e4', 'd6', 'Nf3', 'Nf6', 'Nc3', 'g6', 'd4', 'Bg7', 'Bd3', 'h6']",Pirc Defense
2426,2429,1-0,"['e4', 'd6', 'd4', 'c6', 'Nc3', 'g6', 'Be3', 'b5', 'Qd2', 'b4']",Pirc Defense
2190,2151,1-0,"['e4', 'd6', 'g3', 'Nf6', 'Bg2', 'g6', 'd3', 'Bg7', 'h3', 'O-O']",Pirc Defense
2177,2172,1-0,"['e4', 'd6', 'Nf3', 'Nf6', 'Nc3', 'g6', 'd4', 'Bg7', 'Be3', 'O-O']",Pirc Defense
1857,1902,1-0,"['e4', 'd6', 'd4', 'g6', 'Nf3', 'Bg7', 'Bd3', 'Nf6', 'O-O', 'O-O']",Pirc Defense
1828,1830,1-0,"['e4', 'd6', 'd3', 'e6', 'Nf3', 'Bd7', 'Bg5', 'Bc8', 'Bxd8', 'Bd7']",Pirc Defense
2510,2491,1-0,"['e4', 'd6', 'd4', 'g6', 'Nc3', 'Bg7', 'Nf3', 'Nf6', 'h3', 'O-O']",Pirc Defense
2089,2131,1-0,"['e4', 'd6', 'Nf3', 'Nf6', 'Nc3', 'e5', 'Bc4', 'Be7', 'd3', 'O-O']",Pirc Defense
2407,2539,1-0,"['e4', 'd6', 'd4', 'Bd7', 'Nc3', 'Bc8', 'Nf3', 'Nd7', 'Bc4', 'e5']",Pirc Defense
2414,1985,1-0,"['e4', 'd6', 'd4', 'Nc6', 'Nc3', 'e5', 'd5', 'Nce7', 'f4', 'f5']",Pirc Defense
2017,2011,0-1,"['e4', 'd6', 'd4', 'c5', 'd5', 'Nf6', 'f3', 'a6', 'g4', 'b5']",Pirc Defense
2189,2206,0-1,"['e4', 'd6', 'Nf3', 'g6', 'd4', 'Bg7', 'Nc3', 'c5', 'Be3', 'cxd4']",Pirc Defense
2194,2219,1-0,"['e4', 'd6', 'd4', 'c6', 'c4', 'Qa5+', 'Nc3', 'Qb6', 'Nf3', 'Bg4']",Pirc Defense
1974,2044,1-0,"['e4', 'd6', 'd4', 'Nf6', 'Nc3', 'e5', 'Be3', 'Be7', 'h3', 'Nbd7']",Pirc Defense
1903,1973,1-0,"['e4', 'd6', 'Nf3', 'Nf6', 'Nc3', 'Nc6', 'Bc4', 'g6', 'h3', 'Bg7']",Pirc Defense
2046,1935,1-0,"['e4', 'd6', 'd4', 'Nf6', 'Bd3', 'Nbd7', 'd5', 'c6', 'c4', 'e5']",Pirc Defense
